Year,VLF101A,VLF101B,VLF102A,VLF102B,VLF104B,VLF105A,VLF105B,VLF106A,VLF106B,VLF107A,VLF107B,VLF108A,VLF108B,VLF109A,VLF109B,VLF112A,VLF112B,VLF113A,VLF113B,VLF114A,VLF114B,VLF115A,VLF115B,VLF116A,VLF116B,VLF117B,VLF118A,VLF118B,VLF119A,VLF119B,VLF120A,VLF120B,VLF121A,VLF121B,VLF122A,VLF122B,VLF123A,VLF123B,VLF123C,VLF124A,VLF124B,VLF125A,VLF125B,VLF126A,VLF126B,VLF127A,VLF127B,VLF128A,VLF128B,VLF129A,VLF129B,VLF130A,VLF130B,VLF131A,VLF131B,VLF132B,VLF133A,VLF133B,VLF134A,VLF134B,VLF135A,VLF135B,VLF136A,VLF136B,VLF137A,VLF137B,VLF138A,VLF138B,VLF139A,VLF139B,VLF140A,VLF140B,VLF141A,VLF141B,VLF142B,VLF143A,VLF143B,VLF145A,VLF145B,VLF146A,VLF146B,VLF147A,VLF147B,VLF149A,VLF149B,VLF150A,VLF150B,mean,count
1987,5.196918131,3.578402696,7.505420665,9.13493738,6.464397425,6.7867353,6.783657518,11.55942472,12.28179477,4.353877388,2.464314848,8.387391303,5.576280949,7.144228764,6.981477722,1.728546512,2.805125075,3.5344613,4.244201778,8.350412133,8.815599589,5.73191908,5.674143647,1.31248401,1.582130154,0.767804268,3.058522503,2.218972697,1.528512741,1.897152385,4.32798716,3.21351107,6.557443654,5.751506982,4.174618161,2.403359675,10.06030847,10.31185886,8.26912883,1.841032912,1.597155701,9.434735243,9.441525728,3.811798827,5.617267255,9.243458583,10.71501412,6.196028945,5.172489468,2.469278005,4.199078259,5.242235362,4.507912043,1.856150611,1.4761992,2.093847323,1.592696124,1.536670903,7.159747097,6.313485597,2.810379114,1.793659462,5.723809927,3.925476097,1.367836549,1.359779091,0.754305346,1.043553013,5.363607156,2.91344538,6.211955832,5.863455344,13.12161448,13.85469596,2.979408625,10.20775962,10.91011665,12.10458127,13.36919624,2.390857892,2.939790564,2.302351046,1.491061326,1.483997499,2.388836918,9.212356578,8.698057843,5.294514051,45
1988,6.233780231,4.694565311,9.82042348,10.05512472,9.171843929,6.93929502,6.70584603,11.95150664,13.79692705,4.637739282,2.11879064,7.922026483,8.108559648,9.837678547,9.799363198,2.713957774,1.835568019,3.253085982,3.505919446,9.628319418,11.60893903,4.293469704,3.881462212,1.203031126,1.765059404,0.818071005,2.545149809,2.449238856,3.03515373,2.194340654,4.856491689,4.477411143,6.084282914,5.566196214,3.702422335,2.519484506,9.729503398,15.09436171,12.30831678,1.914512756,1.414218355,13.02801202,12.9165036,4.060036337,3.374194738,15.28612816,12.89042207,8.743974122,5.190705714,2.64266331,5.736071711,7.128882332,5.928537795,2.285536868,1.730970524,1.139179045,1.372948108,1.128497423,10.09304268,4.900927357,2.623270476,2.317762192,3.870489979,4.123660184,1.170009776,0.943830628,0.992444915,1.074045513,5.514333311,2.436326914,7.496485092,8.258519057,14.75217094,21.38181614,3.169843438,10.38573737,10.79504104,11.0193911,10.00889477,2.245575396,2.758812826,2.279146319,1.925145278,1.663210193,1.719450785,13.82280664,8.796947891,5.992113106,45
1989,2.47274649,3.085192842,5.398710338,6.304366646,3.593632529,3.933083458,4.464956585,5.340104598,8.877624614,0.035434115,0.550494962,3.100275261,3.888692777,4.963817829,5.383805448,1.335794656,0.842143969,0.798188818,0.713495785,4.778214885,4.942982746,2.601907824,3.136542881,0.5225429,0.614914484,0.464775301,1.81692701,1.472058296,1.383245142,0.721854211,1.789524352,2.065618603,3.435300262,2.571128053,1.811189634,1.258781294,8.214598603,11.13420872,10.65670555,0.499138756,0.165130665,7.45272459,5.814316431,1.587694227,1.615822051,16.67955639,9.65437475,2.283688312,3.218539591,2.54845668,2.747665247,2.717178011,1.95109226,1.389599954,0.697664436,1.39679799,1.506443997,1.328229257,5.541518027,2.809705121,1.294818465,1.248444135,2.153206555,2.531877607,0.578608571,0.388226653,0.662002748,0.661560734,1.718090125,1.465939393,4.855737128,6.044510708,13.21838277,16.14730626,0.993717027,6.55370137,8.448952185,6.880148694,5.784085181,2.088589932,1.508441673,1.060236044,1.065532131,0.720721137,0.805500463,7.167090028,5.377778193,3.511541668,45
1990,3.267550366,2.740248071,4.674250438,6.2332656,4.930298712,4.251645792,4.084616449,7.947572321,9.235202753,1.813128128,0.551536322,2.661799559,3.232571134,7.142617368,6.541696123,1.935076877,1.301567388,1.5217013,1.790275855,7.51399801,5.42779099,4.367101305,6.254393104,0.883300324,0.878913987,0.431005759,1.945262246,1.333919517,1.815283545,1.52939256,1.432085662,2.001611327,4.768438226,3.664404136,1.634308973,1.465233959,8.621599256,7.352271825,8.947718671,0.400999349,0.372429239,7.947511824,6.956269196,0.639158607,0.450471476,8.799277004,9.905743668,2.67843486,2.777723764,3.233659012,3.525710332,3.320435804,2.407201533,0.713191462,0.646675692,0.432478598,0.674601837,0.477413155,3.160870987,4.539952351,2.213416581,2.174821224,1.227309523,1.364263746,0.408845588,0.671494733,0.757532924,0.777785549,1.389391597,1.508492882,3.978711723,3.594111707,14.464781,15.75731871,0.663988353,9.131980955,7.840542714,11.73782677,10.20245511,2.285916543,1.952304635,0.891829459,1.016386596,0.589969766,0.832430365,7.299252415,7.117815789,3.724549892,45
1991,4.050111407,3.146118764,6.246802681,7.181561131,5.835934332,6.980165571,5.837044225,10.52989265,13.66851453,1.430288579,0.737002424,5.232161278,3.502132902,9.141478221,7.205425928,1.751227469,1.04646123,2.17402236,1.639278762,6.708687197,5.369022271,5.841996474,7.430853696,0.698803344,0.825477364,0.460456593,2.690760755,1.073330573,2.513272441,2.181610386,1.964474726,2.574516828,5.636933506,4.706979858,2.07017178,2.047661945,8.977408252,8.375643463,9.893701555,0.221189952,0.290515172,12.12236281,10.04009871,1.151001934,2.094120587,12.34205841,11.34335935,4.530222024,4.856302881,2.515364822,4.165809254,3.710433851,3.772357628,1.373779427,0.649247424,0.548066772,0.459545716,0.26326132,5.593886094,5.921375856,2.235784541,2.177285975,2.105619033,2.856751017,0.107821331,0.653310574,0.983477586,1.04706448,2.149158474,2.00156734,5.19656018,5.166130267,14.49006177,15.67364352,0.914958052,11.64446121,9.473267967,14.81982453,9.028573164,2.027044058,1.738479302,1.241136502,1.026175993,0.736800578,1.248736953,5.247293871,8.041559556,4.498555118,45
1992,4.103457366,4.026624592,6.001948482,7.749841867,5.143216623,4.111270762,4.51012842,13.53177019,12.29611355,1.689844847,0.849843808,7.37123463,4.476135949,8.109909218,7.513562646,3.572910301,1.809432722,1.497483004,1.204394663,7.551021003,6.430703256,5.619397521,9.313225514,0.638933102,0.97438612,0.41284174,1.965648516,0.928675659,1.385978186,2.00447356,0.727121473,1.080085411,5.567967915,3.580879579,2.178220107,2.47462204,7.629600936,8.598068451,8.432884845,0.585317565,0.938830753,14.00013185,12.55728116,1.699920574,1.556850419,9.760147919,8.579967366,4.719948938,3.345716801,3.051674148,3.889387519,4.707000498,3.624276296,0.75038833,0.896916344,0.589283352,0.631186919,0.38379277,6.607251487,5.189778071,1.972648561,2.473852716,2.855543335,3.214906251,0.259163081,0.437442992,0.809279295,0.641316711,2.408231593,2.715300533,3.787364737,5.119131769,11.50585328,13.3268512,0.541731965,13.21649012,12.50657817,13.2678613,8.709902045,1.965671961,1.342926773,1.500217447,1.670517282,0.924423999,1.08685354,9.365805604,7.652722373,4.487442486,45
1993,3.888427484,2.830203223,4.721465641,7.494039971,5.102749753,3.069786082,2.61029056,14.10596363,11.945411,1.373578622,0.444370207,4.804793431,3.711264742,7.082792981,7.228628668,1.991569119,1.258159567,1.666862714,1.450770699,7.928568206,5.422646611,4.878524228,7.738960919,0.749830906,1.539746499,0.220682802,1.53006964,0.84232263,1.653808974,1.845997301,0.963830991,0.821187986,5.367794189,3.273748361,1.484961309,1.482357422,10.40254779,8.695555309,11.92457657,0.629184726,1.200226313,10.5135595,9.557965734,3.393147998,2.428701417,13.68659147,8.26796285,3.68095767,4.228800272,2.036525079,3.479116287,3.274740288,4.481797228,1.236391053,0.792217009,0.823252831,0.658322103,0.312588855,5.076029905,3.472971539,2.160856575,2.202746301,2.474729441,2.211794652,0.281384636,0.373024652,0.667444718,0.550355692,2.499363452,2.671710248,1.616326766,3.441623604,10.111625,12.32358011,1.713773697,9.496872778,11.80540282,9.76492284,9.702108491,3.101475552,2.563898485,2.622755411,1.841958308,0.702117511,0.920385562,9.28012892,5.971002381,4.159232936,45
1994,3.470035621,1.953073264,5.905793137,7.437281417,5.352863422,4.0244895,3.307176704,8.809749508,10.30929787,1.08903367,0.296617789,4.950746117,3.739187334,5.849510401,5.107306814,2.280161202,1.264710149,2.084417266,2.716033958,6.477775095,5.644051067,4.643538599,6.979693683,0.365918922,2.085881621,0.221628413,1.685431624,1.087899692,1.826123026,2.714402637,1.911890888,1.149298198,5.699707311,4.121448835,2.654883242,1.669866449,10.35068953,10.10438406,11.91518982,0.73521283,0.97762338,12.01309109,8.075522825,4.584488568,3.3386154,14.72488258,12.35224123,3.361209196,3.978750864,1.364461456,1.607450603,2.507132135,3.64667331,1.000343366,0.521077667,0.830077283,0.366994331,0.554706125,4.514909546,4.463811466,1.995306346,2.375326216,2.083986273,2.153375294,0.347211926,0.550567795,0.653493066,0.515177338,2.944617996,2.269840461,1.35930783,3.362530484,11.02703253,15.86758833,1.006875604,9.688627948,8.961666425,9.680947327,8.541007337,3.966131827,2.505390434,3.262312992,1.956954079,0.837775866,0.971504329,7.129963043,5.67442671,4.143280562,45
1995,5.313361567,3.34747361,8.950783276,9.60004053,7.294857808,6.846901986,6.286337692,17.04341371,18.51150863,2.153698676,0.371189711,8.87381273,6.790770133,8.576520548,8.217492226,2.610388039,2.313216251,2.014181911,2.122326572,11.80712562,8.71038865,6.615062396,9.221272882,1.278669508,3.005301449,0.248822797,3.501432375,2.100617372,2.738346069,3.189947167,2.766544691,2.108782782,5.490165049,5.958539764,3.073336789,2.188593663,14.45888041,11.36401876,17.02019138,0.513443632,1.007217893,14.79989269,14.63873878,4.579566878,1.412825736,20.59335934,17.58164603,5.284793823,5.568756408,1.773832986,2.27886094,3.646603222,4.284878186,1.585724456,1.019364907,1.798973159,1.155750367,1.018434998,8.060662511,8.318923415,2.4174568,3.005374921,3.379009036,3.446638797,0.566321404,0.974796777,0.827965387,1.212517646,3.118080661,3.114933338,2.413158685,4.568907673,14.25567366,16.20208536,1.431077384,13.22857013,13.26727494,12.44775153,12.10714557,5.489322314,3.935545438,3.132336023,1.946877326,1.126957594,1.763064249,9.737622374,11.53108331,5.92705878,45
1996,1.578777673,1.030795852,5.282731567,7.113549152,3.387508773,1.801449585,2.377986765,7.118391453,8.570232335,0.476673054,0.185768842,3.852454932,3.196572886,4.08157177,3.868901532,0.898880129,0.87726375,0.784046844,1.353380753,5.016821516,1.978267673,1.47482969,3.331074193,0.349093548,1.170964188,0.197275497,1.464544443,0.79682188,1.82408707,1.876203673,1.110864517,1.2274511,2.004544456,1.712800568,1.747249936,1.911738977,7.86373879,10.31038759,6.918164003,0.371142666,0.150733766,9.713636983,5.850949795,1.598739226,1.127797404,4.261188785,4.380944787,2.965477651,2.294703003,1.539272174,1.040472101,1.457570082,2.06381828,0.920094706,0.636747594,0.752228128,0.420218415,0.024335058,2.592926259,3.583281166,1.063009338,1.722967404,0.869418972,0.67879022,0.349800243,0.356307377,0.720837954,0.329695629,1.930255117,1.51589987,2.00141812,3.310102576,6.158012911,8.489102501,0.50639432,3.422771516,4.825318365,4.304014468,4.428964459,2.860177113,1.624840829,1.261868235,1.475563105,0.636013752,0.517840105,5.181537316,4.199826488,2.581734337,45
1997,3.17946902,2.471045079,8.780504007,9.489049866,5.932015336,3.722910256,5.040491086,15.02352659,13.45577577,1.840532969,0.371885737,10.92499062,6.242957583,6.314958046,7.07024123,2.015966299,1.253721292,0.992803429,1.894988793,11.49581711,7.149985003,3.009438524,4.492758345,0.591358663,1.226081692,0.171569761,2.781425037,2.097700029,2.139394743,2.061555047,1.995988721,2.354813081,5.859319415,3.891830381,3.085461847,2.384042889,9.225302141,14.19841925,9.904615993,0.517510551,0.62646692,14.45320283,12.47682334,4.782268528,3.591853431,10.46517201,8.122695225,3.185469104,4.720984469,1.586847453,1.126961217,3.118923997,4.061027054,NA,0.444351969,0.697600459,0.669790384,0.683018679,5.065966169,5.077924562,2.17495952,2.370955872,1.860256099,2.843994487,0.219126521,0.20085367,0.362430337,0.350253499,2.810881903,2.39813371,3.333987837,3.957524774,14.65703754,12.07279355,1.480884965,8.973277671,10.3692955,9.572182244,10.58461872,4.226870843,3.066772934,1.005055317,1.670245861,0.850406749,1.132824622,12.99029342,10.9016756,4.744734451,45
1998,3.128175711,2.489377703,7.073294997,8.334258582,5.182718517,2.784426836,2.715428627,11.17127779,12.67148988,1.666228351,0.297842795,9.454437563,4.783613545,5.178105817,4.566552195,1.925456165,1.499034872,0.165730915,0.868381745,8.272370552,5.14802865,3.117491105,4.061103834,0.792904832,1.149244593,NA,1.974887371,1.149738532,2.411105643,2.39247301,1.218717132,1.248143054,4.101160314,2.943515458,1.970226856,1.981688528,8.506883969,9.366866147,8.371655567,0.540723578,0.347016352,11.81689066,9.046687901,5.228403557,5.693072897,8.756900155,5.432084227,2.7969857,3.023506459,1.471144151,1.717774311,2.663147987,1.996392736,NA,0.780375528,1.388668484,0.448154295,0.489807244,3.421124242,2.371862305,2.066031393,2.152811372,2.024413148,3.369311218,0.219512414,0.335445814,0.306245847,0.56681854,2.837819256,2.41773406,1.222101961,2.199545278,9.645361043,11.84378221,1.061335075,8.697400881,8.187708209,9.607076269,8.21669405,3.262831874,2.981807935,1.60166702,2.164220433,1.033401544,1.6253258,10.33952326,8.422346509,3.929094505,44
1999,5.357453103,3.972284605,7.563161938,10.34645422,6.524564262,4.793257236,5.881594191,16.19509567,18.18454496,1.600815289,0.335428327,13.15077207,8.353436056,7.64434104,8.650063513,1.232278469,1.473502288,0.746721826,0.870438592,8.677179789,6.387835291,4.255453563,5.681604463,1.065089164,1.518509653,NA,3.362434381,1.437619036,2.554511206,3.076321303,1.194820789,1.408868784,5.830163594,5.224760769,3.406001483,2.433050176,9.491210044,8.768278024,9.315251677,0.773914733,0.587817061,11.47543533,6.913161964,5.605348104,6.597773865,17.69758417,10.53140958,4.300635588,5.147188342,1.3950277,1.135477575,2.151214539,3.250515551,NA,0.335522198,1.262998633,0.474465464,0.639164781,5.091581285,2.806654478,2.582758047,3.920141784,2.963947355,3.443237021,0.065929001,0.134419841,0.153480224,0.255102135,3.344935655,0.036783296,2.665855193,2.841072571,12.44935054,12.35289265,1.618916599,11.51268007,16.19570347,13.32584392,11.16285559,5.719379624,3.596652984,1.828109569,1.858054145,1.262502975,2.486624815,11.30329075,10.35250357,5.124365708,44
2000,1.105720667,0.979810908,3.612011352,4.859380913,4.202918042,0.051225881,0.050991321,8.180357599,9.248795878,0.747445977,0.261148761,3.815314505,1.825802865,2.374847204,2.675680287,0.247108661,0.412717357,1.039646793,2.039029771,3.779373143,1.200892038,1.113217838,1.330307411,0.111465568,0.382405323,NA,1.13228185,0.56502818,0.942872639,0.912509786,0.307410625,0.030727675,2.946310427,2.454573533,1.084838815,0.682360336,5.410944613,7.796467096,7.524262231,0.61021957,0.087322042,6.262311155,3.302557847,1.825592368,2.475413186,5.902347951,6.318503903,1.080619987,1.106235682,0.781951581,0.042119746,1.055336229,0.960335762,NA,0.644888717,0.020489194,0.025012108,0.271238471,1.600634756,1.488499272,1.173643944,1.509681938,0.968143391,1.481090636,0.153969491,0.022416729,0.038407291,0.039302079,1.036626471,2.734488651,0.053444504,1.108841188,6.306980882,4.947374321,0.256245996,5.200055829,6.379892003,7.774022968,5.480461683,2.195806617,1.415173038,0.138110895,0.434263424,0.412210231,0.79953468,4.786981456,3.71517973,2.163084511,44
2001,1.726692682,0.736669423,2.986844273,4.486660169,5.338764426,2.10450412,1.890143833,8.465477268,9.286410639,0.037420343,0.261376365,4.805498962,1.93972489,5.184934486,5.383820341,1.522733024,0.861942077,1.920652887,2.47005181,3.437705826,1.504175754,2.569462572,2.842982729,0.290269023,0.293178564,NA,0.953094957,0.597934562,1.45134776,1.607153074,0.832143952,1.727556565,3.78004213,2.377113933,0.902825047,0.809127043,4.464797495,5.23521193,6.936003692,0.021099136,NA,4.782140669,1.497949819,0.727907166,3.04595707,6.37526343,6.723483941,0.051512634,1.61337163,1.44490272,2.493293081,0.480487172,1.685297981,NA,0.534523593,0.534038692,0.2753989,0.271727912,1.390886873,1.012314413,1.976817477,2.516878531,1.048805338,0.938805921,0.176196894,0.224378278,0.307794763,0.078648651,0.668248469,1.264683368,0.481225482,1.164035406,9.722532832,5.299738327,0.555787152,8.39062153,12.06076211,7.117232796,6.257582916,3.532433818,1.131607089,0.345890329,0.481615032,0.275977147,1.112719545,6.516496399,6.392856222,2.607433063,44
2002,0.041210963,0.040971617,0.058707089,0.936166675,0.052596199,1.184204675,0.973237913,0.069160058,0.067183787,0.636846186,0.037358063,1.01966679,0.053977055,0.058489581,1.529369392,1.174190146,0.795511517,0.04186425,0.042005683,0.060465705,0.060237786,0.041593597,0.041971888,0.022355829,0.022579169,NA,0.030812255,0.315328109,0.028020967,0.028817989,0.030880022,0.46501151,0.045204478,0.045843184,0.031195938,0.031178744,1.119731053,2.557743525,3.45833561,0.190063581,NA,0.05519068,0.05357274,0.031699276,0.030080547,0.072690609,0.0725526,0.566966313,0.050500051,0.041368039,0.042398755,0.048075843,0.048239507,NA,0.028177681,0.329903397,0.025060424,0.024726815,0.05356374,0.053330372,0.024874598,0.024880267,0.038908706,0.039173745,0.022041998,0.022458931,0.019268847,0.019671433,0.037167292,0.037275746,0.053494494,0.052968884,0.063552247,1.282483275,0.128372767,0.065894038,0.065685587,2.818531407,2.46897442,0.029225232,0.032408545,0.023090507,0.02297702,0.019748448,0.02376932,0.07108445,0.07207526,0.317240993,44
2003,2.522606455,1.231378377,4.359439293,6.117622399,5.019291509,2.117449293,2.724240185,5.828766515,4.986493557,0.750925143,0.336431657,5.559112227,2.976718776,6.111097554,5.676943155,1.752448692,0.936950915,2.815669622,3.37563943,4.854598714,3.382006892,1.250033657,1.851454755,0.627555851,0.951807618,NA,0.988213579,1.233906265,0.505090673,0.519437494,0.959403594,0.65263162,3.267354332,2.390583416,0.749984179,0.874764517,6.324839516,5.995809798,4.948186655,0.423468365,NA,2.766019374,2.631364791,0.666669793,0.843978594,3.933458141,3.488963742,2.325660013,4.157971623,0.994252146,1.018966857,0.769884397,0.965818915,NA,0.762493639,0.517404575,0.401514633,0.371387957,0.965010149,0.693756028,1.148626615,1.424770653,0.662148458,0.470439725,0.353197647,0.359864936,0.405507165,0.039353993,0.520810657,0.933365047,1.60716033,2.388839358,3.631426134,3.924633881,1.414928039,5.355070924,4.346975499,3.189918988,1.199240738,2.027196055,1.887015738,0.300531114,0.091947163,0.177950669,0.285539042,3.061782926,4.117314448,2.161315328,44
2004,3.083325241,2.268744675,6.356311276,8.743426454,5.867927085,2.437537615,3.515586138,6.287539864,8.012321383,0.752757948,0.22449689,7.696341328,3.538169493,5.036170814,4.10955233,0.898234345,0.83564841,2.327243945,3.876318756,7.777133579,5.166062683,2.344931199,3.134524713,0.022469615,0.022745064,NA,2.489411113,1.336176645,1.410127165,1.188215252,0.031017012,0.03112473,7.442857961,4.58789924,1.349881194,1.5075091,7.791218698,7.116426993,6.736632043,0.021213441,NA,6.690404405,5.245489033,3.039417869,3.900650499,5.856845804,4.086413957,0.051795523,0.050914043,0.99697832,2.088724142,2.510851381,2.763342346,NA,0.028303341,1.125641754,0.377356987,0.521473981,1.611984723,2.032815285,2.373997622,2.378003312,1.524048929,1.257709661,0.46507447,0.180301127,0.601614023,0.453637652,1.0442466,0.898694013,2.096041588,2.987106503,8.477230916,7.517591716,1.377005351,4.856091353,8.096233029,7.874981381,4.961806367,2.885402985,3.850465199,1.092033995,0.992384074,0.715661972,1.003856698,5.507908705,7.995902254,3.140710313,44
2005,3.74196966,2.825089258,7.50479322,9.46331533,6.632940106,4.488477425,5.106865623,7.603111643,11.05310208,1.435293589,0.337059085,8.408867007,4.990311667,3.816639665,4.795385779,1.877274438,1.71431508,2.982684876,3.785603067,6.060474231,5.021097319,2.613719899,3.675532178,1.037849483,1.555735013,NA,2.516448407,1.664898091,1.877378092,1.780848084,1.150642185,1.060786772,7.381324517,4.871410812,1.73813394,1.200542817,7.930051037,6.298517047,7.544905646,0.552888441,NA,6.707265596,8.758467757,3.894523436,4.09579723,6.926877092,6.014722333,3.012643052,5.322348466,0.95799745,1.627538062,3.108622809,3.513335744,NA,0.879630627,2.26304095,0.479288205,0.398513126,2.102377145,1.8250451,2.358450058,3.295188131,1.295027344,1.539140009,0.333241167,0.248315584,0.23384683,0.813532199,3.04059448,2.447082122,2.806574883,3.379513399,9.813519728,9.299796242,0.690333234,6.362124647,6.69534942,7.570320942,6.122393909,4.635967592,3.505703935,1.689644055,1.279885422,1.145730548,0.817745675,10.16983918,9.019367376,3.840387439,44
2006,1.608911906,0.417330522,4.787118262,5.544439591,3.099476768,1.732054571,1.41536613,3.186691459,4.779917798,0.037860361,0.037474254,4.304284182,1.26810725,2.156198326,2.651531214,1.561502113,1.090257144,0.770735512,1.125464443,1.990123018,1.476539116,0.97430037,1.592171325,0.340228338,1.01619659,NA,1.36379336,0.353692476,0.543840624,0.881547865,0.40567338,0.031274526,1.226252652,0.047098573,1.208473071,0.634387324,5.180414302,5.025153456,5.894310208,0.021316463,NA,2.384575437,2.04424816,1.114698841,1.004163215,3.18494065,3.24264163,2.139721569,1.958205038,0.918691334,0.601319144,0.633915206,0.784201885,NA,0.512734027,1.11549983,0.202241397,0.374549,0.91882717,0.699362519,1.374424803,1.017130548,0.039321266,0.039556301,0.222644984,0.226145091,0.01951154,0.019920349,1.057903748,0.453866778,0.920475072,1.346664467,4.920420591,8.80773301,0.475312409,2.221281056,3.165243402,3.473891975,2.276767174,1.84643086,1.077869211,0.828689888,0.257401454,0.202594196,0.217226872,3.123084771,2.286274624,1.637307516,44
2007,4.91007657,2.808539479,9.615213301,9.172562076,7.019650612,5.175555522,7.609855371,11.20447571,13.78903005,1.099947904,0.299961416,9.381585385,5.712724133,5.480416136,5.698146137,1.899400417,NA,NA,NA,9.528479404,8.613607457,4.780791013,5.777185412,1.599454534,2.031442884,NA,3.718260168,2.32805586,2.19051976,1.774434731,1.409856897,1.034462972,7.618590778,6.355765721,3.242182345,2.10583998,10.8122457,16.56985144,12.33518347,0.898741645,NA,10.09097375,10.83474516,3.707204066,4.637385519,12.54155875,11.88127263,6.257856162,6.910755924,2.222639095,1.464160618,4.214684222,4.335640343,NA,0.51418993,1.998846543,NA,0.250206579,5.325293062,3.347237017,3.021982116,3.168253136,1.300178098,2.103014127,0.223032564,0.294563666,0.469399435,0.35920293,4.228470076,2.927896628,3.314824328,2.107142793,13.940635,15.72581287,NA,12.08198771,13.25860156,11.99263184,7.319173005,6.080068937,4.596099517,1.575764246,1.791410961,1.307803807,1.749360379,9.577013201,9.346995557,5.443013421,42
2008,4.971886808,2.830188945,6.942017333,7.910920715,5.597130507,5.919842055,3.950827078,8.147739943,12.35466488,1.103811986,0.30025904,6.178899302,4.924629541,5.03620671,5.191957945,NA,NA,NA,NA,6.400443362,4.503345752,3.842139888,3.251026113,0.806980407,1.370686279,NA,3.775650652,2.219431402,2.33206998,1.909428686,1.51344294,1.513011195,6.671411815,5.766971641,2.468666286,1.833974988,10.41959612,12.85673823,10.53677963,0.710888375,NA,9.1947982,10.85857217,3.355853618,4.92577975,10.7986,9.531331922,6.756603017,6.364502069,2.109058996,1.642814866,4.350693688,5.173187615,NA,NA,2.454815756,NA,NA,3.33930856,2.985692369,2.699123218,4.86222217,0.909144018,1.595677188,NA,NA,0.648946629,0.500895662,3.779351319,3.379252335,2.347916799,1.300550416,10.30888099,17.95648925,NA,12.46006996,11.10061127,12.36403077,7.447372313,5.694395876,4.535688923,2.030335838,2.247201043,1.45253476,2.116482059,10.78476265,8.381879776,5.146068843,38
2009,5.254197804,2.809150878,NA,9.707585006,6.379402479,4.358689587,4.301953084,7.779618489,11.07245934,0.725283989,0.225389636,8.447558824,4.059358442,3.907871679,4.797361298,NA,NA,NA,NA,6.584077308,6.428455032,4.757704965,4.167576016,1.184562128,1.503755611,NA,2.604333862,1.677807853,2.953088079,1.624519553,1.873869452,2.511723396,6.172800406,5.446853071,3.286324814,2.663275324,9.414530057,7.020415315,9.022861409,0.563033016,NA,7.365779308,5.587531777,3.091560855,7.644454582,8.001473497,11.82997783,5.701265109,5.102056166,1.568357981,2.346162919,4.38921152,4.419090232,NA,NA,2.138641595,NA,NA,3.965800234,2.837009877,3.26186772,3.761645245,1.467641752,1.241683956,NA,NA,0.633182542,0.442716724,4.175992694,2.869030623,2.192461873,NA,12.56808638,13.60511129,NA,11.02111326,9.135177729,9.218252526,8.042949782,3.973942137,4.50426012,1.787110975,1.964474964,1.560581052,2.07059269,9.251938266,5.273852075,4.795826209,38
2010,6.842257109,2.314073954,NA,12.15092244,6.502009715,4.935953614,3.899163217,7.989698041,14.13339468,0.612053844,0.300780045,11.03846889,6.425697645,4.545152094,4.766874061,NA,NA,NA,NA,8.067725539,6.485664405,2.953028438,2.816948599,1.265481804,1.011149845,NA,3.301535744,0.959115678,4.357290671,3.31670707,2.113998558,2.344862858,7.650602773,4.915911302,2.35963984,1.53979894,12.66837925,9.588775068,10.84959473,0.282489069,NA,8.165967452,10.73456091,3.958545052,4.354527624,11.30538568,17.53318465,7.945199682,8.065307362,1.361673961,2.316018782,4.781690402,5.475910719,NA,NA,2.496836108,NA,NA,3.491712239,4.0610704,3.713321137,3.95188434,1.114837533,1.28635453,NA,NA,0.656999057,0.485025383,5.023949009,3.365798119,3.359025341,NA,8.436139559,14.31103544,NA,10.16220042,10.92857228,12.39240342,6.071771678,5.830657225,4.144120993,1.6090529,2.213334592,1.284172946,2.429269017,11.83611279,8.875407447,5.48380883,38
2011,1.885519415,0.98991412,NA,6.992826476,4.104987359,2.073453161,2.395625556,3.686876363,6.626981198,0.038292491,0.037618444,5.28901345,3.554076628,2.097918262,3.423810441,NA,NA,NA,NA,3.25088003,1.27841648,2.841157551,2.520012003,0.329978309,NA,NA,3.649904531,0.829776661,1.278823441,0.921698674,0.805676177,0.743559343,2.609750226,1.781913062,1.204818369,0.954927802,7.875811486,2.985999241,4.420477866,0.370387995,NA,4.39106784,3.598016071,1.80893631,1.61700497,3.795305052,5.596991544,3.131067442,3.040304866,0.042630922,0.043825286,1.722295649,2.349933685,NA,NA,1.090862437,NA,NA,0.9456724,2.48325066,1.88483182,2.150463259,0.438960268,0.765993833,NA,NA,0.259942687,0.182439694,2.158405904,0.945351808,0.38666222,NA,4.598116055,5.80098499,NA,3.412396134,5.263421932,4.577649954,4.145070569,2.281775294,1.442753461,0.873372838,0.720064468,0.258854732,0.28071433,5.397501885,2.517038388,2.397898793,38
