Year,VUF101A,VUF101B,VUF102A,VUF102B,VUF104A,VUF104B,VUF105A,VUF105B,VUF105C,VUF106A,VUF106B,VUF107A,VUF107B,VUF108A,VUF108B,VUF109A,VUF109B,VUF110A,VUF110B,VUF111A,VUF111B,VUF112A,VUF112B,VUF114A,VUF114B,VUF115A,VUF115B,VUF116A,VUF116B,VUF117A,VUF118A,VUF119A,VUF119B,VUF119C,VUF120B,VUF122A,VUF122B,VUF125A,VUF128A,VUF128B,VUF129A,VUF129B,VUF130A,VUF130B,VUF131A,VUF131B,VUF132A,VUF132B,VUF133A,VUF133B,VUF135A,VUF136B,VUF137A,VUF137B,VUF139A,VUF140A,VUF140B,VUF142A,VUF142B,VUF143A,VUF143B,VUF144A,VUF144B,VUF145A,VUF145B,VUF146A,VUF146B,VUF147A,VUF148A,VUF148B,VUF149A,VUF150A,VUF151A,VUF151B,mean,count
1992,12.03367539,10.1035271,2.563315905,3.672922677,1.305785636,1.469119765,0.606802362,1.06058379,NA,0.891153355,0.651540928,2.457859995,3.310854565,3.194128698,3.126013417,12.75427001,12.89770662,7.15369928,9.40719362,8.045747747,10.64656378,6.298596797,5.417460326,0.432598517,0.540241188,1.032495246,2.446850304,1.516288838,1.83939868,0.964437846,3.501692592,2.190824759,5.590442862,3.355188011,0.772584397,0.601456634,1.567219286,0.125351847,17.23470746,18.29744472,3.501066802,3.885842132,3.404801784,3.70595186,1.872960724,3.017932149,1.392644004,2.4100451,5.772276992,4.429784111,0.216280521,0.317735401,22.10126892,19.41170255,6.791551473,NA,14.22779039,0.414341838,0.672475408,0.603202018,0.31714044,21.16885371,16.09190026,1.98600679,1.109121912,0.41481972,0.390648755,6.709066002,5.09606355,5.663692779,12.06161831,1.928054495,7.008255812,7.605256335,5.094137472,42
1993,14.15054723,11.27765723,2.306567994,2.856310708,1.221235022,1.51121579,0.585028769,1.341123138,NA,0.878426813,0.8258502,3.931007019,4.439865227,3.387941463,3.156107106,13.3894064,11.82258892,5.558475226,7.837970004,7.261389645,8.253995463,6.213884546,4.937070634,0.457183755,0.908076935,1.327485371,1.603403411,1.927925848,1.891966099,1.522622993,3.431178365,1.650496075,6.549088614,2.884537617,0.979285375,0.516513642,1.074087599,0.106558708,13.00564179,15.24303883,3.402328633,3.691726473,2.654396778,3.198266023,2.177839612,2.970955212,1.734185391,2.017477316,4.648180963,3.938966806,0.326793589,0.507855935,17.61876207,15.2333633,8.295143008,NA,16.06482891,0.328196397,0.527546857,0.658515242,0.503543675,16.26008047,12.84212843,1.602096377,1.01883093,0.435960602,0.412097042,5.931892423,4.577709815,4.772822888,12.33618505,2.018390547,5.102368297,5.858637166,4.665150386,42
1994,10.1596205,8.356480087,2.137614946,2.73743372,1.059645806,1.602393763,0.464792184,1.363440789,NA,1.098553487,0.897080265,4.654414716,4.799767571,3.587809168,2.887607882,11.51587251,10.33177074,4.714703473,7.148931493,6.795331655,6.782953264,4.644628465,3.999701812,0.482050332,0.938183019,1.12889845,1.463899327,1.982528037,2.535344292,1.287709952,4.373222899,2.363105023,5.148075316,3.450434005,1.463088313,0.629317734,1.199946089,0.155800163,10.26362881,12.26125326,2.962589999,3.043736973,2.472825592,2.724539517,1.645401853,2.329772375,1.834506886,1.806979085,5.187925358,3.630420068,0.464766226,0.486538081,15.01822374,12.61048368,5.672362174,NA,13.61154712,0.42307383,0.625774386,0.820702431,0.798577759,11.54226754,9.055728581,1.301241614,0.926236998,0.476523372,0.31529732,3.958902999,3.301961428,3.537119502,8.252345864,1.985976543,4.282987918,4.521107551,3.951326079,42
1995,14.74304927,14.12441238,2.851845392,3.816431063,1.743612013,2.283332628,0.748354235,1.918751898,NA,1.024856252,1.100075453,6.309092313,6.303766975,5.334401223,4.421218678,18.01169882,17.65087817,7.320685093,10.55420215,8.912068211,10.28390309,7.670012688,6.056921381,0.784827197,1.197250523,1.669940623,2.19713842,3.005452672,3.518791615,1.549632943,5.318753323,2.799259173,7.667490293,3.779263831,1.436804723,0.871003879,1.694238941,0.255215108,15.35508642,16.5678325,5.378544226,5.892903282,4.146248236,3.941871661,1.286970686,1.976387688,2.581450763,2.900615642,5.99293954,5.951993554,0.820707373,0.533040011,21.88017714,18.34518326,5.856581509,NA,14.8206661,0.563259156,0.873007053,1.199517241,1.205933665,16.66161506,15.16337123,2.064204089,1.566574672,0.671782701,0.415560206,5.854908058,5.428298178,6.03454439,12.14347902,3.002527628,6.010966146,5.530916748,5.688170798,42
1996,7.115614021,7.011079604,1.191434752,1.342460041,1.006724215,1.206598884,0.131522955,0.416735454,NA,0.365462871,0.304050383,2.071601067,1.353357651,1.907636609,1.602157883,9.140383787,8.737934955,3.807099349,5.354106255,3.687573703,3.598451886,3.481853507,3.265847917,0.255071203,0.68833475,0.320240308,0.454067631,1.205687534,1.244889851,0.631542502,2.026622628,1.263121648,3.235031544,1.867890924,0.829331967,0.361572514,0.57667224,0.019736678,6.019368462,6.19729233,1.256347737,1.5883339,1.662838074,1.662065731,0.432770446,0.819579882,1.236164913,1.024014847,1.238310746,2.001858046,0.188918338,0.483657381,10.46874326,8.794350266,4.049210289,NA,8.314328822,0.09841796,0.146881961,0.455673801,0.62010977,8.516347389,6.1438295,0.502230132,0.279840995,0.173622066,0.019837668,2.856715185,2.062857262,2.078743524,5.322756926,1.374439383,2.351496129,1.810432206,2.435165097,42
1997,8.981065721,7.795331977,1.933549765,2.477685943,1.575372246,1.592896954,0.646939552,1.524685955,NA,1.038947965,0.698324369,4.224458564,3.207587275,3.692675279,3.533230767,8.843957541,11.68442651,5.396171445,9.256611974,5.910137157,8.164385227,6.619576984,5.882503837,0.67517368,1.158749337,1.233991431,1.884240013,2.128926906,2.446094286,1.446487734,6.242467772,3.07389939,5.120277692,3.339639231,1.302099349,0.666044784,1.311627544,0.108819517,13.82895341,9.465883062,3.648564249,3.665078486,2.856018718,2.975830581,0.940308887,1.774568349,2.872443605,2.125795327,5.289254775,4.131788919,0.738856921,0.756055524,18.94673116,14.19138017,7.782007968,NA,16.21227199,0.430901194,0.739838515,1.131722593,0.948511705,11.33236789,9.489935775,1.111526059,0.766118027,0.503594887,0.357841623,4.549280298,4.161581379,3.924312778,8.398998598,2.945576325,4.667869211,4.1529478,4.286580256,42
1998,8.858467349,9.039397048,1.71450417,2.539765615,1.335325887,1.865764438,0.504099197,1.078610831,NA,0.983492023,0.702994215,4.053913067,2.747053425,3.576906612,3.126220846,8.381032647,11.83582374,5.207788395,9.043811862,6.141550602,11.05176518,6.397878104,4.998239389,0.374195103,1.130261601,0.72903575,1.360249295,2.40048749,2.806662788,1.742822891,4.580249526,2.810358708,5.577962506,2.585621368,1.293131331,0.480329813,1.277942514,0.219000009,9.833880667,11.25780081,2.87482377,3.402052307,2.347814346,2.946520542,0.763219823,2.728975922,2.805568023,1.89088886,4.388212014,3.403943345,0.374430851,0.997909903,17.23698987,13.64103089,8.000168902,NA,17.2059839,0.458223575,0.652928885,1.358333273,1.310381332,14.32117974,11.08028616,1.24856697,0.718896602,0.467523404,0.279322126,5.366718666,3.66945831,4.238352602,11.78354382,3.127973144,4.776132929,5.01156936,4.312810014,42
1999,10.72212291,11.21095634,2.204604117,3.454724645,1.635010382,1.840100187,0.835279295,1.923244098,NA,1.281177261,0.863098936,5.716923156,4.069977427,4.325277957,3.778611649,10.8944408,13.69050247,7.795196462,11.30981464,7.83768221,11.58868853,8.102143054,6.706736001,0.540007423,1.448025786,1.796866568,2.201368329,3.498716683,3.40253979,1.963222366,6.004248566,3.427073272,5.868621832,3.209292411,1.714279152,0.841642573,1.713950705,0.220817622,11.01801261,15.89091144,4.643759308,4.309780065,3.795536806,4.06693263,0.839096028,1.269140209,3.186625094,2.138237905,5.404014809,5.178965125,0.587638232,1.327536216,24.45054905,22.57292061,8.525587687,NA,21.53929307,0.944699763,1.224899794,1.342837316,1.487429402,17.9270196,14.2423028,1.440811946,0.722621588,0.706092317,0.460789385,6.172535572,4.888758203,5.112810053,11.67201219,3.631976101,5.590002626,5.561542315,5.465425882,42
2000,3.553940048,3.79382045,0.409390909,0.752078931,0.13057189,0.257505661,0.017199223,0.20912693,NA,0.022223475,0.022222216,1.172181534,1.03584627,0.955787054,0.670887863,2.683318917,3.414725921,2.021260209,2.672660193,1.968392888,2.558436951,1.779107068,1.585593906,0.023534857,0.196146874,0.466231992,0.3328613,0.518216588,0.706157983,0.9918484,2.118580957,0.621137481,0.953818962,0.993101156,0.312120461,0.195862075,0.411135293,0.212479293,2.09768264,2.704153105,0.516089236,0.909191176,0.514284009,0.672328493,0.398594019,0.385886354,0.742206064,0.380286019,0.615759528,1.239084054,0.013150317,0.774019148,4.357704904,4.276346941,4.71134422,NA,9.713124827,0.135266788,0.154321012,0.385793178,0.360183646,3.504236403,2.207332248,0.155252208,0.025876865,0.01969611,0.020088027,1.41091539,0.684022723,0.874147935,2.354298392,0.604838559,0.969693011,0.993419246,1.258612902,42
2001,11.57400179,7.861931353,1.301319171,1.960052387,1.312274943,1.39870779,0.832681033,1.604172576,NA,0.691187753,0.445405763,3.31089942,2.943061686,2.423576281,2.470395045,8.412377796,10.70996618,5.379883935,6.559698062,5.393243242,5.833769807,4.633229285,6.073969666,0.448053844,1.317561384,0.991923802,0.667804719,1.896713443,2.220883997,1.4271686,3.180707199,1.906934376,3.710142705,4.180112958,1.013830165,0.657315967,0.913806915,NA,6.25828024,9.104998915,3.035005322,2.62448517,1.789158832,2.483920013,0.82538883,0.945944547,2.115080765,1.485853131,4.592222805,4.623281083,0.555921123,1.53561306,11.4533855,7.887996295,7.572386443,NA,14.76157233,0.533046695,0.691125908,1.552634803,1.560887484,8.135963363,5.195733884,0.544724942,0.93473718,0.533481237,0.362350343,3.89560922,2.564540579,2.263495696,4.297564777,1.784432028,2.30241417,3.346530711,3.405753978,41
2002,4.747006968,2.862251781,0.412495927,0.691669881,0.501793313,0.78303092,0.105060998,0.341061225,NA,0.201488158,0.089301,0.912190876,0.773546563,1.050536238,0.81207043,2.953077967,4.095958656,1.841901809,1.653559377,2.668902924,2.813182754,2.092410895,2.345224254,0.165499651,0.420826021,0.359734881,0.195299638,0.748506478,0.802849615,0.79920773,0.487903385,0.602438093,1.081338275,0.683837482,0.242614118,0.016520558,0.050212799,NA,1.90897813,2.455189533,0.683064047,0.839890776,0.706395158,1.085299065,0.403211802,0.585890637,1.264631221,1.06629158,1.453989777,1.254380283,0.079993347,NA,4.190773005,3.365221981,3.539197916,NA,8.791760199,0.069812015,0.098025731,0.474334778,0.448751978,2.865950089,1.537723469,0.20806375,0.417420371,0.158693451,0.100910509,1.75437055,0.827956588,0.834789827,2.013053307,0.86522453,1.112144073,1.224847992,1.287010616,40
2003,4.923642334,5.296226306,0.585646232,0.936998595,0.769221959,1.024328223,0.316476281,0.578180949,NA,0.246765304,0.178821965,2.79573726,2.513524295,1.772895867,1.357375273,4.485964309,4.985198987,2.961611649,2.839709296,4.29163401,3.98714325,2.735124058,2.927133914,0.355417142,0.891613977,0.861130981,0.67139421,1.367490068,1.702067456,0.959746023,1.961886486,1.211673381,2.59085517,1.722404464,0.63300601,0.447673571,0.436778488,NA,3.619059056,3.987410752,1.896438487,2.089774454,0.868184323,1.173649761,0.667403484,0.687172751,1.254531013,0.977873154,2.241541282,2.308151918,0.334858569,NA,5.402658802,4.665645579,4.558672446,NA,12.87888734,0.246204595,0.296717763,0.812387938,0.64725173,3.973878835,2.22482383,0.417037614,0.733423418,0.397984709,0.222397649,3.392477944,1.89251902,1.581670184,3.245303422,1.322141064,2.100008464,2.418281125,2.055127432,40
2004,6.019630374,6.090426019,0.794729287,1.639973228,0.933731427,1.164336324,0.567393134,0.776072195,NA,0.179812676,0.134308999,3.23341641,3.223089788,2.208910722,1.726390396,6.281338393,9.564790814,4.63669508,4.262461052,4.016264554,5.881962489,3.395524398,3.729127202,0.40408446,0.831587944,1.033898519,1.068732022,1.548923301,1.833584041,1.357633272,2.04930382,1.425083979,4.180005361,1.945010691,0.513605714,0.350350664,0.287139492,NA,6.357007,5.981110297,2.887055638,2.591704364,1.672165837,2.157674325,0.743685807,0.864472421,1.39083048,1.060265923,2.357002272,2.900593072,0.459433819,NA,9.202985684,5.335220431,5.748302139,NA,14.47816533,0.329795072,0.411017099,1.070677554,1.160153866,7.90471714,4.978697977,1.047908147,0.578886795,0.620412036,0.385419911,4.647588068,2.553206179,2.384396666,4.709532622,2.048443982,3.240304807,4.528146261,2.829661532,40
2005,7.675750076,7.361528662,1.319043675,2.03940787,0.993471522,1.790690379,0.537440936,0.978404845,NA,0.292819167,0.224215193,3.026611341,2.504826035,2.524899294,1.55134922,7.051536534,10.1408586,5.166751882,4.954049129,5.848882498,7.897079075,5.975199784,5.428917393,0.477133772,1.157040243,0.81499735,1.132528723,1.563746689,1.882862295,1.589472199,2.031200804,1.172497262,5.555384769,1.348633216,0.466487995,0.285003331,0.305370662,NA,6.771315928,7.426669498,3.615518671,3.722542115,1.691529042,2.271095919,1.039869578,1.095452858,1.705587559,1.344791128,3.900907946,4.142960966,0.464084848,NA,12.69857191,7.238409355,3.668677565,NA,14.67966197,0.234788917,0.194344138,1.163065022,0.825521251,10.45339034,6.816084391,1.347110749,NA,0.806893133,0.509601138,5.658039205,4.49628209,3.15416175,7.955630856,2.133934812,4.044375135,4.901304232,3.438235745,40
2006,1.69706749,2.85271801,0.522738982,0.282652918,0.134756712,0.376881636,0.018006108,0.28437291,NA,0.157991788,NA,0.420904942,0.838516313,0.472936499,0.228672431,1.220629501,2.834721639,2.98399027,2.467293147,2.764113553,2.877360988,3.174768141,2.749230136,0.095652658,0.594685951,0.536179421,0.170547779,0.285912687,0.545979724,0.659605684,0.250624713,0.323881953,0.981789868,0.442107399,0.12304394,0.084060736,0.068047559,NA,1.375809054,3.404303829,0.537607563,0.741547637,0.513951125,0.496906631,0.218868504,0.350584049,0.523867734,0.577279081,0.529532257,0.480255204,0.151142824,NA,6.284836256,5.31840886,1.565320674,NA,6.839119134,NA,NA,0.113907081,0.085631876,5.694804347,1.471997799,NA,NA,0.060806312,0.020442465,1.967544604,0.990314921,0.56753208,1.173934649,0.571550892,0.823214725,1.632977844,1.224714526,38
2007,5.575253235,4.023783739,NA,0.920893504,0.811061899,1.326470327,0.524731804,NA,NA,NA,NA,2.205321968,1.682399527,1.250137548,1.145412824,3.507046524,4.714616655,3.43943116,4.248706192,4.928100601,5.967894045,5.945967518,4.888342824,0.359368504,0.967534613,NA,NA,0.774418767,1.010374754,0.877867992,2.231091417,1.005033938,2.091292827,1.481996268,0.567526982,NA,0.153356341,NA,2.322580159,5.2067379,2.993847737,2.733787228,0.678943311,1.026331406,0.536791623,0.729330748,1.00401371,0.605244404,4.523961561,4.235323907,NA,NA,7.146177961,5.840181369,1.332486372,NA,8.8261981,NA,NA,0.570702655,0.457442067,4.940701034,3.818510617,NA,NA,0.610286358,0.32769105,2.847689881,2.082818655,1.612314218,2.278973043,1.04555386,1.651737247,2.279743576,2.463647173,35
2008,3.26725203,2.795669897,NA,NA,NA,0.108790928,NA,NA,NA,NA,NA,NA,0.468603911,1.168230676,NA,3.436815022,3.672579768,2.085643006,1.720115353,3.94472291,7.373849551,6.226302047,5.736611026,NA,0.32440404,NA,NA,NA,NA,0.616643977,0.506600788,0.445293072,0.924787469,0.417250284,NA,NA,NA,NA,1.382255366,3.139275072,2.011288395,2.421620256,0.245168912,0.194914931,NA,0.429496786,0.429157449,NA,3.594915046,2.807184529,NA,NA,7.692051898,4.049349909,0.627677015,NA,6.53697082,NA,NA,NA,NA,2.608738344,1.826864096,NA,NA,0.183874719,0.246524179,2.087602178,1.188172439,0.856157088,NA,0.710397738,1.289581267,2.385408089,2.190344472,28
2009,4.999976817,3.193904223,NA,NA,NA,0.217811934,NA,NA,NA,NA,NA,NA,0.656974167,NA,NA,0.901969199,4.177786579,2.038767366,1.669879735,2.937626842,8.438019304,10.74027691,7.416824232,NA,NA,NA,NA,NA,NA,0.215402496,0.834519162,NA,0.37028514,0.508009788,NA,NA,NA,NA,1.092951002,1.498910566,0.631056102,1.007312086,NA,NA,NA,0.253321526,0.101190828,NA,3.945975707,2.441729351,NA,NA,6.660737138,3.815418091,0.471020149,NA,3.178885515,NA,NA,NA,NA,5.234808132,2.614732801,NA,NA,0.492114404,NA,0.974477108,NA,NA,NA,NA,1.803349887,2.307600561,2.583636025,23
2010,2.352603809,2.030894765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.806244463,1.56065191,0.828780333,1.004409121,1.912937994,5.468226963,9.947737215,8.474341206,NA,NA,NA,NA,NA,NA,0.269916488,0.436510541,NA,NA,0.329500783,NA,NA,NA,NA,1.021438502,1.125884537,NA,0.546914826,NA,NA,NA,NA,0.17727887,NA,1.793781741,1.361506994,NA,NA,4.015965951,1.330279248,NA,NA,1.956544702,NA,NA,NA,NA,3.23965955,0.96018822,NA,NA,NA,NA,0.781182569,NA,NA,NA,NA,0.835124118,1.205359744,2.102735747,17
2011,3.066851265,2.66222111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.056284133,2.46885612,0.719328254,0.838429924,1.370684059,2.581517821,6.081081836,5.087296273,NA,NA,NA,NA,NA,NA,0.460543996,NA,NA,NA,NA,NA,NA,NA,NA,2.486067333,1.127343387,NA,NA,NA,NA,NA,NA,0.152150791,NA,NA,0.327292466,NA,NA,6.472902999,2.248566793,NA,NA,1.742898106,NA,NA,NA,NA,3.072643528,2.622659164,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.697292836,0.836649178,2.235434608,13
