Year,VUF001A,VUF001B,VUF002A,VUF002B,VUF003A,VUF003B,VUF004A,VUF004B,VUF005A,VUF005B,VUF006A,VUF006B,VUF007A,VUF007B,VUF008A,VUF008B,VUF009A,VUF009B,VUF010A,VUF010B,VUF011A,VUF011B,VUF012A,VUF012B,VUF013A,VUF013B,VUF015A,VUF015B,VUF016A,VUF016B,VUF017A,VUF017B,VUF018A,VUF018B,VUF019A,VUF019B,VUF020A,VUF020B,VUF021A,VUF021B,VUF022A,VUF023A,VUF023B,VUF024A,VUF024B,VUF025A,VUF025B,VUF026A,VUF026B,VUF027A,VUF028A,VUF028B,VUF029A,VUF029B,VUF030A,VUF030B,VUF031A,VUF031B,VUF032A,VUF032B,VUF034A,VUF034B,VUF036A,VUF036B,VUF037A,VUF037B,VUF038A,VUF038B,VUF039A,VUF039B,VUF040A,VUF041A,VUF041B,VUF042A,VUF042B,VUF044A,VUF044B,VUF045A,VUF045B,VUF047A,VUF047B,VUF048A,VUF048B,VUF049A,VUF049B,VUF050A,VUF050B,mean,count
1981,10.01645198,15.66382043,7.428595045,9.557009093,18.13845793,16.01015462,4.027347114,4.228816646,7.543666014,8.448353973,2.101163799,2.406618634,3.173039499,2.754226441,1.855451911,1.520274209,2.943525537,5.342963974,8.823042036,6.844537027,8.603004226,9.403611324,0.844212527,2.664812775,9.939734234,10.80203732,6.794926946,8.267433032,2.307545107,2.865614972,40.92227755,31.8067611,3.46393912,3.22868945,0.642461632,0.673923591,2.897732497,2.606063311,11.24462567,9.213131627,1.656445366,13.45781059,10.84971216,10.48421398,12.28049677,8.425061495,7.441861307,3.407538735,3.810910887,NA,1.668393652,0.966441361,4.944002675,5.123329107,6.596018735,5.330328659,1.835945469,2.431022945,5.887286695,7.438703981,5.044710296,2.79859671,2.18641653,2.474124182,2.573368815,3.121180145,16.65074444,22.50956047,23.88072879,27.62250931,30.68727804,8.13077947,10.30396432,20.32877678,14.33973441,2.778406762,4.972801894,6.718471472,6.268899522,0.596510358,0.527506745,4.538357692,3.050407204,14.56128307,16.96662228,2.242818291,2.642393103,7.913634065,44
1982,13.7842221,20.52632527,10.78370594,13.52723495,16.54495627,16.23186634,4.72807734,5.432225732,9.928397456,10.30949448,3.277248522,2.94848619,3.16498719,3.031437131,1.880006336,1.444801583,2.734589455,5.5405627,8.839044981,7.023403941,10.6337854,11.45281602,1.208801866,3.558639397,12.46813584,13.40401438,8.022456057,11.75392081,2.318692815,2.329674017,46.60520794,39.98306252,3.627723923,3.564696769,0.966532545,0.805043446,3.095574199,2.309269817,13.97913381,13.44470966,1.742438879,15.58345817,12.55357943,13.2390921,14.18480972,9.493060594,8.999576218,4.34475818,4.019990842,NA,2.130775039,1.387793155,4.696421061,5.677126753,7.312715168,8.048216677,1.858837553,3.513607727,8.755955638,9.089249541,4.788745663,4.032137992,2.482408448,3.967758785,3.721944065,5.165485584,19.67192351,25.47619367,26.59002851,31.77249675,36.54521954,10.23405488,13.07137204,24.2688485,18.78906592,3.704209765,5.488986354,9.11433686,8.747679861,0.617447456,0.438835741,5.940214824,4.390092141,19.27803001,20.27080965,2.177346884,2.652693449,9.502823191,44
1983,12.70997966,17.40682041,13.30999811,11.40620358,11.52698472,13.99766933,4.130683849,4.277404493,8.387873328,10.97348482,3.187126279,2.686821716,3.193262711,3.093588536,1.126364975,0.867193375,2.278055106,4.392656093,6.940432571,5.245171571,10.73519485,10.25085876,1.208448235,2.524443624,11.54058201,13.31271344,8.08620798,10.25954538,2.464165243,2.834492994,35.61523053,31.69589395,3.064791923,3.738401673,0.797976778,0.395082691,2.205609919,2.218149599,12.01012162,11.59782421,2.435278414,9.828971776,7.317215563,11.96459291,12.439132,7.566562684,8.089038103,2.998697131,3.181957386,NA,1.967571405,1.173907802,5.466063372,5.72419095,8.136299588,7.260399491,2.488162676,2.385123556,8.631284019,9.091523564,4.381070272,3.66386993,2.452182137,4.608310423,4.501699111,5.954039141,13.35915738,18.63277175,21.54113252,25.8563685,31.98736187,9.377830142,11.29084886,24.19164993,21.34367186,4.161913819,4.743309015,7.24685815,7.460351456,0.48960485,0.350713567,4.863512192,3.965222768,15.9557668,18.35421584,1.645803969,2.428989762,8.263345454,44
1984,7.680528821,11.15720807,11.36201897,9.974518322,7.333049419,8.800140432,2.380257075,2.703689225,5.578523732,7.855187182,1.61870516,1.673490201,2.37465537,2.180361921,0.930081935,1.239938923,1.772549974,2.924971487,5.709740368,4.512752355,6.686357346,6.040330574,0.40047699,0.968342976,6.47407443,4.945996853,4.660585279,6.301557163,2.290679236,2.432634548,26.93206209,24.79805634,2.18021341,2.450365218,0.402728602,0.279662173,2.052404781,1.750599279,8.565100197,9.148200713,1.672297402,8.506410849,7.649935846,12.3723419,13.12561039,5.191694738,5.961090883,3.17158599,2.876151497,2.147390337,1.479398388,0.925576445,3.747048558,4.027178312,5.755131883,6.47462857,1.877571176,1.60548603,4.491747366,5.448069412,2.211247519,2.438799671,2.101279183,2.744686954,2.662012366,4.04634337,9.416413103,14.70527073,17.18199698,20.67399866,23.715478,6.446578311,7.21285599,18.1505246,16.56713068,3.752800383,3.938782787,4.927822174,5.380782661,0.316504944,0.090795692,3.818345707,3.155820998,10.14795076,12.34625595,0.836732235,1.577091027,5.96084419,45
1985,9.053691201,12.70010567,17.10502871,15.56651351,8.841080557,9.349995068,2.502347024,2.059631013,7.407097033,9.791458288,1.440596901,1.719366007,2.139078087,1.907863007,0.913450179,1.202748931,2.150313257,3.613733007,7.484356647,6.845872861,8.423559795,7.490225784,0.768231486,1.630825199,7.68480591,8.703874322,3.359694125,4.273834381,1.580289281,1.261322533,42.58748996,39.67386126,2.67167007,3.576150693,0.398014899,0.301963186,1.570987162,2.330037823,10.56515489,11.18292141,1.407904335,9.231453789,7.431022002,14.92305042,17.18326569,5.274961566,6.775912327,2.955091897,2.968352118,2.648156151,1.269094987,0.745496729,4.117833524,4.679054171,5.949977051,5.983120633,1.048422444,2.358043799,7.29693524,6.69827233,2.941346337,2.978199908,1.977905766,2.514625808,2.192724357,3.210574895,11.95936284,16.57271859,17.27215136,16.66872263,21.17061358,7.790259373,8.124168062,20.39614606,18.29160839,4.457424377,2.983568536,4.614213999,6.079106196,0.289190838,0.099551877,3.494275325,3.131813531,9.077962555,11.41951216,0.845984547,1.524672245,6.860380074,45
1986,7.507461362,9.535631006,13.18911585,13.03688767,4.856922159,5.090287336,1.42286451,0.887111681,5.952475305,5.608037088,0.417988547,0.853040729,0.594430093,0.529912386,0.174838662,0.208163105,0.782749676,2.046167341,5.058412361,4.523043343,7.705136119,6.7913427,0.289921233,1.076515246,5.334605863,5.74983448,3.297695683,3.919146522,1.124230945,1.130549433,34.53369147,29.28158668,1.278710167,2.081657968,0.148036911,0.152400647,0.634707262,1.173382394,5.555881414,6.777842113,0.956406738,8.819292617,6.132112958,15.09564281,16.80425585,6.151928854,7.685702762,2.236946573,1.661839537,2.641913342,0.344656238,0.398612038,2.323330355,2.80396608,3.49480922,2.854300329,1.21123177,1.340756596,5.715468171,5.47196506,0.786000231,1.033307767,0.832333072,0.96546274,0.747824038,1.428524787,7.808135795,13.69076691,14.19698523,12.92176402,15.68197703,3.186338712,3.563348006,17.61252625,14.56917788,2.772763039,1.369246027,3.335113982,4.72237923,0.252676975,0.024969887,1.804686432,1.515172009,4.025701721,6.796496467,0.649896762,1.160350484,4.964499757,45
1987,7.409651853,9.638145458,11.51356281,11.01485071,3.39934844,3.497615394,0.717244992,0.612786483,5.193499738,5.834833236,0.139571725,0.802195156,0.621310149,0.435252289,0.175349065,0.160609501,1.301836575,2.173284857,3.715612879,5.30055142,8.370663491,8.145343123,0.058104441,0.571690627,4.751897717,4.476502964,3.231588109,3.762884947,0.356657312,0.084267349,30.29108437,23.51916608,1.170674287,1.495994003,0.31976565,0.259326355,0.524070382,0.871605637,5.575674395,6.694775032,0.166341927,9.75110346,8.540958511,12.83550842,13.81550194,6.825492916,8.010509806,1.863251763,1.554462903,2.972565454,0.135469739,0.128826058,1.652243295,1.999227496,3.208273062,2.603957979,0.538349833,0.943452514,5.49822652,5.737462111,0.789787266,0.786382784,0.236005635,0.380380917,0.484872057,0.81177001,7.650030476,10.71455138,20.94727411,16.37007209,19.48188714,2.622293386,3.231512893,13.72153547,11.2482421,2.084942449,1.273844207,3.529406482,4.362246107,0.199602087,0.033344184,2.111793803,2.268712829,3.069171979,4.892511698,0.355053762,0.704958405,4.613014028,45
1988,13.32109449,16.82738035,15.25202161,17.48140683,7.279344573,7.421377358,1.940314344,1.598671885,10.51277019,9.209460748,1.036597688,1.420595832,0.64855923,1.045925189,0.529113149,0.581683652,2.292429421,5.644183831,7.816792522,9.326006486,9.230274727,11.3276315,0.427324295,1.080866433,6.996973384,8.56419535,6.099361038,7.206774079,0.653749844,0.95298679,49.28504689,39.75677677,1.948743047,2.750974105,0.497060268,0.477546216,0.687239712,1.036975321,11.35943957,12.14045986,0.669624898,11.85834722,10.5221239,13.47095182,14.05001677,11.19634433,11.62710031,2.935494279,2.482511684,7.466100757,0.590968934,0.649251799,3.786473086,3.623981389,6.876013681,5.009626234,0.354748956,1.47453463,9.989596004,8.922576508,0.992566506,1.073333486,0.538416376,0.466892353,1.810457429,1.825199052,18.1517575,27.47897961,34.71077917,35.4205858,30.5216683,7.122650857,8.876753985,24.26120541,19.35135229,3.842815624,2.673479739,8.412504202,8.096141248,0.289833091,0.125560156,3.981043567,3.68635906,6.553821022,12.73016772,0.866180807,0.98696208,8.000804393,45
1989,6.60795829,9.686619531,6.324381413,8.480497362,1.939502535,1.776946075,0.731532587,0.536421945,3.318307237,3.859168733,0.309458518,0.392164871,0.024086364,0.122183021,0.145102634,0.097478867,0.554311157,1.514973447,3.574645035,3.895154662,2.234549403,3.492239237,0.038954628,0.187841322,2.199420364,2.976057959,2.781311679,3.165561054,0.063497645,0.255675979,26.95160492,25.01060262,0.624535938,1.107730769,0.218669318,0.157870634,0.11494422,0.135971128,3.587357704,4.224884352,0.219096596,9.819251456,7.409093104,9.202176291,7.769467986,4.095648087,4.361383456,1.139711862,1.205245134,2.509970139,0.152561298,0.218316568,1.242610641,1.301946683,2.543438923,1.997167891,0.752118672,0.269647931,2.333775517,3.019410346,0.341673909,0.482452112,0.043195786,0.021274228,0.518498786,0.553292765,9.256821063,14.62147828,16.22922674,17.05396859,13.57728705,3.135517461,4.041614515,13.55490601,10.90245934,1.681357633,1.225286353,4.239841201,4.839930752,0.146991497,0.058875656,1.713424829,1.398381241,3.217850762,4.827332812,0.246479792,0.572304557,3.718206178,45
1990,5.767304136,6.590391368,4.992165503,8.573334813,4.141458854,3.568721916,1.078195286,1.220537559,3.437711356,3.815522208,0.564157274,0.984559293,0.386020018,0.465367813,0.226396674,0.24436246,1.454915809,2.326368317,5.271161609,4.358678716,2.918640911,4.059476031,0.234102384,0.528283635,3.321134362,4.792092088,2.352218919,2.934215131,0.254399479,0.491867818,27.67650394,24.94958591,0.895952977,1.115124951,0.386408857,0.30859625,0.668956578,0.70514409,4.456308869,4.058343835,0.321515881,7.294960474,4.588123803,7.220977964,6.736521918,5.591666456,5.921016627,1.035621795,1.427874023,3.173108764,0.321750184,0.395366829,2.277080767,2.404020659,3.701735274,2.996419323,0.378746915,0.505942288,3.796534877,4.542465456,0.771318183,0.969131434,0.346219967,0.234314251,0.694583788,0.788371216,11.10819525,14.99062722,17.55899952,20.1121646,18.90610877,5.199397336,6.378572263,12.44505534,10.67071072,1.941139865,1.832067188,4.867934751,4.683974289,0.193163801,0.084418486,2.661748497,2.426712411,3.758654649,4.350401711,0.399734795,0.520511338,4.139084712,45
1991,12.03888264,15.13134698,10.73321823,20.27187343,3.431077842,3.278382252,1.512838775,1.430636064,8.809189018,9.676942658,0.76469606,1.104067803,0.994664375,1.084219233,0.227226923,0.228929754,1.810498848,3.390269416,8.646716228,6.990436839,5.429092216,7.057582973,0.254335959,0.684269871,5.398215734,7.512893176,3.334495357,3.430274927,0.276338069,0.515809288,43.81271709,42.41246335,1.472912622,1.933025006,0.424928551,0.444189528,0.696121308,0.778450675,6.627974736,8.908635186,0.493709698,12.2399683,9.931038964,11.93169436,10.79754747,8.400599697,8.947382699,1.410209762,2.357114838,4.010673648,0.308158034,0.59140218,3.291843861,3.20018414,5.553662902,5.10758349,0.34240609,0.783585656,7.242706383,8.297588369,0.947525521,0.974774245,0.23870067,0.170753338,1.324938689,1.098586567,15.21172573,16.93954658,23.42127017,22.62348251,23.28415888,7.940828638,5.60185758,18.82775377,18.7038112,2.707986408,2.309688504,7.967975315,7.83721784,0.401047983,0.187007638,3.866660884,3.24323795,5.347299412,4.975053237,0.612865698,0.824846804,6.388396567,45
1992,9.551635118,12.16083726,10.71783427,14.66478052,4.067535356,3.856094928,2.069351694,1.994461977,7.421576779,7.097460297,0.625707778,0.854302057,0.978024045,1.318114513,0.358750062,0.361422534,2.239018817,3.862471944,8.60888607,8.875404803,5.826574105,6.762458542,0.235441358,0.728457883,7.155184071,9.060817465,5.05636877,5.915358584,0.469400404,0.49676958,37.47866315,31.3145106,1.728278718,2.072351557,0.533368873,1.569163852,0.840853939,0.922622526,7.474879996,9.990859356,0.635133456,11.04128107,8.244790697,9.519046142,8.447328174,8.081066006,9.756136686,2.396952761,3.054302746,3.290199152,0.434259573,0.703572318,3.749048738,3.5287844,7.3014022,5.718738382,0.516336644,1.069631253,8.213188156,7.85198432,0.952816059,0.951508125,0.261027901,0.064106992,1.51605782,1.417290101,13.8581934,15.63775566,27.81548687,27.10572196,25.94629959,7.695110544,6.415940727,19.41606242,18.22029476,2.231267986,1.935415918,6.893371052,7.038881957,0.324791095,0.18878012,3.947476468,3.138762889,5.530991522,5.187496468,0.288839886,0.567240651,6.269152023,45
1993,11.29456719,14.49492846,7.39242763,8.379068436,5.027173186,3.878776612,2.869545718,2.076767444,6.405238288,5.376569134,0.628064622,0.600611576,1.357096248,1.104369519,0.39370729,0.496154269,2.199971505,4.511416509,8.124763884,10.85251845,5.017193582,6.565774544,0.314922616,0.793093545,5.960049229,9.977368113,5.344790296,5.269831102,0.579094577,0.67336166,35.84209203,28.42109141,1.498540393,1.770525391,0.507166743,1.305796138,0.894097955,1.046752478,7.475450177,7.410712584,0.902551537,11.0712873,10.24689687,7.393491055,6.481880385,7.635857207,7.909419828,2.373591964,2.694619324,3.180624683,0.578930757,0.682437545,3.513752245,3.934667731,6.594454269,4.515056215,0.616198136,1.253827833,6.092460183,6.117908744,1.453757758,0.898696318,0.261682728,0.256834439,1.841936037,2.326602094,12.8393709,15.66243131,27.46862907,27.12002886,24.54140423,7.802632257,8.166814016,21.98108661,19.75355987,2.725744474,3.222802916,6.431959997,6.091012331,0.386764375,0.199260038,4.413541009,3.124179529,6.543651673,5.948834635,0.425434234,0.685885367,6.097653924,45
1994,8.068906192,9.776567946,6.622071851,6.835428505,4.187639728,3.0185222,2.531588237,2.012371885,4.532594029,3.999762107,0.745299692,0.545257381,1.798164785,1.64823801,0.363049648,0.349580715,1.253961554,3.085903742,5.214639026,7.054661284,3.951977423,4.591810273,0.157890494,0.409088434,4.509455802,6.206488921,4.26400958,4.053900695,0.474312165,0.568126021,30.75648201,21.90584059,1.324834683,1.758249368,0.621011894,1.012198364,0.853237129,1.008956264,6.024545275,4.983267133,0.861131087,7.997780923,8.034830357,6.258444037,6.223093163,7.676897975,7.615687267,1.493101251,2.086623912,3.15515498,0.537107421,0.583004298,3.198571336,3.363509284,2.898396117,3.862435951,0.562411343,1.063012757,4.456646088,5.096157343,1.672151819,0.786572606,0.218569444,0.236003146,1.527847758,1.902649755,11.04752437,12.26890569,23.13359246,23.0478246,16.77797091,6.467691849,7.294797806,17.02853361,12.29623779,1.870196067,2.416492434,5.409135743,4.180558604,0.34639631,0.209997456,2.779596552,1.891215489,3.955589983,4.64505468,0.252401355,0.4604118,4.761239173,45
1995,13.44033483,15.41636924,9.718012646,14.9550553,5.667101963,4.489892934,4.20617227,3.576818627,9.268651801,8.31216075,0.806319175,1.009019263,2.794658976,2.861110856,0.531751461,0.553129257,2.563369592,4.953490399,10.87243431,10.74070276,7.9844134,9.008303614,0.316639955,0.824020342,9.256575859,10.59496927,7.252773371,7.222664756,1.042534365,1.123350005,39.3841523,28.26401956,2.207589142,2.775871167,0.788838628,1.150092134,1.748727424,1.804183374,12.25439324,11.12336806,1.284147525,8.427945377,9.164989996,10.07445264,9.028466331,9.606724377,8.991770391,2.010944482,2.891324218,5.272401203,0.830961193,0.886079971,6.031446352,5.843999474,8.043488923,7.296761394,1.175652762,2.069357804,9.443337112,9.897197625,1.658276871,1.407184787,0.350658125,0.495229227,2.204054276,3.259515996,20.42237283,20.62372272,32.11883742,30.82544555,26.90348225,11.56479171,10.27262798,25.6595399,17.80495319,3.818365932,5.38862826,8.900793186,9.088582586,0.586343627,0.318977433,4.671770565,3.068720956,6.389159334,8.467330265,0.292164005,0.656578251,7.567282675,45
1996,3.724697254,5.744285146,2.292411418,3.909520127,0.759249059,3.307319291,1.591240179,1.615705653,3.136229627,3.690231305,0.057740717,0.086764911,0.617391244,0.626341013,0.0667759,0.016833852,0.686658879,2.05289972,4.757294883,5.482595689,2.428153832,3.655003655,0.039660559,0.177590807,2.91714143,3.41591248,1.453885852,1.464197219,0.262279692,0.266043019,16.77950115,13.4025843,0.281623568,0.883660806,0.157411164,0.23931482,0.580363182,0.888044325,3.993148952,3.382994892,0.414945323,3.270956224,3.07861851,5.839619074,5.396808496,3.821970159,3.876756282,0.178543183,0.636449498,3.261999633,0.225687697,0.251225673,2.389760815,2.612577691,2.790770241,2.807397165,0.415321446,0.885348537,2.9176511,2.782218608,0.327536725,0.324074162,0.021954851,0.086371171,0.291138236,0.884504577,8.0711096,10.04598223,15.00792094,16.10976956,9.133775239,4.256319007,3.6665476,9.86499974,7.615691724,2.73976029,2.640718881,3.758018555,4.833778451,0.143063555,0.116362951,1.568917798,0.966064164,2.053646622,2.068206331,0.019513111,0.077578507,2.936076454,45
1997,6.547963621,8.378646506,4.909228607,8.325202096,3.172755836,1.915364741,3.465549164,2.868983697,7.179113519,6.891346421,0.549511629,0.550529576,2.392127383,2.320151289,0.368488235,0.354495232,1.676809873,3.687023728,8.126439693,9.531938825,5.364429094,5.496418861,0.517217704,0.634339751,6.469658987,8.932999808,3.937057011,4.389558863,1.498714852,0.913948241,30.84402539,19.71324472,1.445703639,2.088347706,0.476261414,0.764087952,1.487233545,1.844059213,9.932464503,8.608059862,0.855075902,8.271443797,7.18231112,8.406470754,5.816184377,7.713521683,8.244660783,1.404807552,2.011620376,5.407262876,0.845593106,1.079973942,3.98671238,4.493836389,6.006017885,5.429231733,1.037009381,1.918681025,6.683536881,7.279340469,1.616512335,1.450835808,0.462104747,0.51974876,1.839530674,2.455716827,15.3911941,13.87335129,19.45814199,21.02490814,24.32595433,9.042275003,7.736564897,19.06219479,14.71541882,3.454391949,3.548115319,6.563338483,7.303525526,0.452679197,0.207405649,3.511787587,2.451115109,4.546806101,5.799686772,0.56781269,0.564549772,5.569982297,45
1998,8.302686605,10.30799872,5.244061956,10.24284356,2.676613844,2.626306825,2.992183626,2.345220987,8.251602617,7.898980281,0.376998459,0.348609708,2.512643763,1.818275642,0.08403563,0.084680762,1.125131447,2.383505235,8.635349882,7.070480129,3.963947165,4.896030441,0.25974514,0.438742772,5.269693722,8.615947308,3.345327634,3.502029082,1.0931184,0.628582678,28.2667895,20.67738869,1.392711547,1.861695821,0.432569193,0.592638629,1.355923053,1.672780991,9.039102394,8.626524311,0.64300349,6.7919501,6.176423936,9.256951944,8.280095526,7.201814936,8.280254519,1.204279231,2.005485785,4.235063128,0.691422767,1.002034707,3.888934987,4.453243052,7.08474854,4.980304928,0.785806537,1.65072651,6.428806636,5.871148719,1.267186243,0.923984162,0.132399295,0.282620565,1.239121824,2.027367107,15.04697084,12.08020645,19.47799982,19.15246062,25.10794514,10.00085537,6.773987472,17.97422679,12.15506996,3.111363604,3.904833747,5.970381259,7.725433874,0.269463677,0.136321288,2.91138579,2.342246741,3.470675317,3.80603356,0.314876573,0.352273367,5.288846995,45
1999,8.362941099,9.888948566,8.622253111,11.83151039,3.071856793,4.184132361,4.64562124,3.202854142,9.223983072,9.870775246,0.436025474,0.436750025,3.263134272,2.659598167,0.337211328,0.356824297,1.798929112,3.586559023,10.60218627,10.62207303,6.906803605,8.649892554,0.380991526,0.581627176,7.819021139,13.00472443,4.282566007,6.412620721,1.30818362,0.99503882,37.59353069,25.71923815,1.53034181,2.35228285,0.47518295,0.715578263,1.495427632,1.619207042,10.01887218,8.758532302,0.853217735,8.425613277,6.43826255,7.861175949,7.006424866,9.561067178,12.32994541,1.455710311,2.238505783,6.145167626,1.034504467,1.084934796,5.941942027,6.795972292,9.708471759,5.388098241,1.017559953,2.015332081,7.864542521,8.596315489,2.407040738,1.560558155,0.442517546,0.633224486,2.06968281,3.25573299,15.21615529,13.56094562,25.20917549,20.77854079,27.28897168,14.5217371,8.842274225,19.90428744,15.20809553,4.202235088,4.511610507,7.829848924,9.208849474,0.468750066,0.210649211,3.262915862,2.712128983,4.847666711,5.326749638,0.415004867,0.471920728,6.594872009,45
2000,2.598692749,2.571455393,1.171083306,1.869138861,0.06414309,0.51670714,0.588996322,0.48004963,1.589639684,2.040857611,0.291295424,0.204192497,0.32746508,0.30141844,0.321936146,0.273130474,0.033452033,0.509448973,1.388141304,3.51204227,0.731458793,1.262947847,0.301927865,0.362891061,1.196823921,1.917273649,1.728069308,0.919503086,0.045386546,0.022717854,10.41096099,9.628043668,0.224136837,0.284156302,0.012582791,0.012668864,0.276003298,0.17555785,2.289107445,1.601276292,0.018650893,3.667968599,3.093625845,1.955716889,2.056184037,1.899577542,1.805224186,0.182775877,0.511277609,2.255446879,0.151543856,0.132789462,1.509073941,1.467268658,2.451411485,1.331880997,0.04093915,0.441859537,1.238281974,1.4250907,0.245466725,0.03014165,0.022173818,0.043811417,0.109706406,0.321493134,2.792882715,2.735070614,5.086684471,5.532774248,5.528103462,2.623262158,1.874816002,4.952904716,2.852736617,0.627789329,0.871060153,1.247564312,1.571293404,0.161518082,0.018410294,0.419820356,0.207313763,0.726949276,1.036865745,0.019811135,0.059168868,1.418539789,45
2001,5.040522804,5.763671036,4.227572508,4.610225133,2.69939735,1.552407388,3.509541756,3.066676767,3.609391544,4.108654364,0.408636254,0.058384655,1.592564034,1.460489335,0.221163073,0.171262367,1.173998374,2.34483978,5.428825768,8.403964357,4.59075212,5.441937487,0.16144162,0.222476808,7.018295658,10.23204518,5.323845994,3.480514906,1.232423929,1.532577539,20.25514455,13.34958769,0.963362997,1.58600404,0.493853755,0.638507011,1.312481871,1.691989371,5.577171874,5.249184617,0.711976912,7.529229564,6.657129604,3.451595766,3.727703725,5.354060311,6.105392696,1.069793219,2.211831734,4.777329972,0.745906051,0.869904439,4.010860677,4.84889481,4.806993468,2.926140451,1.527576793,1.594252777,5.715328264,5.099540135,2.378787274,2.549566934,0.199769922,0.637308706,1.710388202,3.362438346,8.897654965,8.093264478,16.44372335,13.30675692,21.22190383,9.863212627,6.446252858,15.15812252,7.062211981,3.556549885,3.509897449,3.329063576,4.026818614,0.354005998,0.101522796,1.827813089,1.943991111,5.229823057,5.096622584,0.39715883,0.952112498,4.266712315,45
2002,2.092055001,3.195221241,1.334685787,1.410830963,0.257634553,0.064758073,0.82391609,0.553584425,1.295755081,1.343056715,0.263201779,0.116827908,0.303875164,0.249358018,0.068195922,0.10296278,0.13456481,0.513755624,2.220340484,3.445865673,1.045160739,1.641857709,0.060614788,0.020251889,2.101640863,3.298289169,1.630487356,0.753404164,0.022949863,0.161313191,9.977792055,6.564058216,0.032189681,0.350596011,0.012743122,0.038626599,0.203055418,0.177993692,1.219014514,1.019380433,0.169552585,4.008669611,3.493984319,2.360336699,1.908853436,2.329113516,2.037544601,0.184010717,0.671786488,2.406770025,0.256195645,0.202416514,1.68754332,2.153960855,1.273940823,0.981550017,0.31269341,0.386390801,1.307694477,1.296652963,0.46681408,0.489596312,0.022219503,0.220648596,0.194282649,0.466726467,3.298618006,2.448810342,6.24749472,4.604372614,6.540426552,2.083203385,1.735773853,6.453120114,1.914929966,1.075332918,0.763214616,1.309889701,1.302628978,0.15604901,0.120562681,0.494491022,0.418701073,1.3176813,1.222994302,0.139427058,0.399723406,1.442060455,45
2003,3.757526276,4.158204015,2.438505988,2.827727944,1.160537794,2.205319023,1.850485811,1.538112839,2.75865528,2.853617809,NA,0.409513137,0.581753921,0.639031545,0.239226178,0.206387884,1.045616986,1.50286618,2.720695698,3.840300882,2.713007837,3.051797715,0.222600526,0.589243777,3.50257668,5.419686032,2.882305086,2.135745013,0.413889379,0.485296054,13.64108871,9.602648521,0.580270684,0.895155453,0.20443607,0.167796237,0.559965122,0.714284011,2.996538616,2.947887316,0.321235256,5.496368873,4.97414242,2.365996632,2.311355668,3.642081436,3.751480691,0.645462048,0.919965196,4.241053752,0.429153841,0.372725305,2.425311639,2.281621581,2.644723106,1.848733057,0.670521287,0.842198264,2.774000483,2.202972532,1.062240297,1.260391841,0.133412988,0.331826536,1.002936872,1.630597407,4.968688408,5.472156337,9.247115156,7.259643199,8.558533318,4.246556159,3.149587304,6.674567272,4.222175684,1.319549025,1.208982937,1.508956494,2.228601101,0.33395191,0.149250185,0.60181636,0.594448786,1.957669057,2.336721254,0.159612975,0.744164888,2.418436754,45
2004,4.120670413,5.305673859,2.602456835,3.861857182,1.421063294,3.712613322,1.673775142,1.417019125,1.935251233,2.086063213,NA,0.586680395,0.416848069,0.669550716,0.11992851,NA,1.016512053,1.898649777,4.107792318,6.111634414,3.283059808,3.189481209,0.060803708,0.490487727,4.255720261,8.649497414,2.456756214,2.103408275,0.623649275,0.720111759,17.07887648,12.26062929,0.873450382,1.479129424,0.269883821,0.350653428,0.408687948,0.743693057,5.849938705,4.600676327,0.474709552,6.567337708,5.224070197,3.084262563,2.476600973,3.671968815,4.238978137,0.647679269,0.924461394,8.120471664,0.622734201,0.614465292,2.926240553,3.110865126,3.969889492,2.440370871,0.823543378,0.761675009,4.614196248,3.42597674,1.288565793,1.797268299,0.289626071,0.555322538,1.206232751,1.787750448,6.982146803,6.541911133,15.51866517,16.72058027,13.32103074,5.341997867,6.068146597,10.55356938,5.295771161,1.68779248,1.944334342,3.427040562,4.001857551,0.357671147,0.197342056,1.065678046,0.982388266,2.393008548,2.346181751,0.380226202,0.933660222,3.347516444,45
2005,8.10717382,9.452171293,3.480582074,3.322107565,2.850805128,0.261262081,0.971978833,0.794975867,2.943745462,3.672334105,NA,NA,1.03289583,0.953317281,NA,NA,1.362434273,2.605845107,6.806415035,8.031390542,4.423986266,5.371894095,NA,0.143543549,7.527656604,11.92538912,2.924612694,2.793138896,0.510659082,0.490342208,21.14647227,17.17854446,0.942223401,1.814994542,0.167960248,0.22227546,0.435561259,0.67013649,9.533581625,8.442437826,0.458305714,7.960311401,7.782906566,4.127250276,3.60581399,5.640810463,6.586839511,0.680901064,1.613065622,7.733342791,0.803896067,0.793387026,4.00297345,4.193574322,6.342267455,3.171128778,1.216205146,1.761828481,7.214416472,4.523300454,1.773492111,2.601115453,0.514309343,0.804674062,2.468147682,3.376749597,7.431839024,7.712413047,16.10160029,19.01038127,13.64786266,6.751956177,6.307123472,17.05119764,9.485863019,2.468029336,2.406732098,6.437175112,7.816432243,0.38224913,0.122990841,2.289035722,1.97709484,4.071560817,3.773589347,0.462432544,1.335375087,4.65986331,43
