"","tree","year","dbh"
"4614","VLF019",1969,17.554
"4615","VLF020",1969,16.665
"4616","VLF021",1969,12.7755
"4617","VLF022",1969,22.6525
"4618","VLF023",1969,16.61
"4619","VLF025",1969,29.445
"4620","VLF051",1969,22.356
"4621","VLF052",1969,23.8965
"4622","VLF053",1969,NA
"4623","VLF054",1969,8.7685
"4624","VLF055",1969,8.559
"4625","VLF057",1969,26.172
"4626","VLF058",1969,18.9525
"4627","VLF059",1969,20.773
"4628","VLF061",1969,30.1855
"4629","VLF062",1969,15.3465
"4630","VLF063",1969,8.75
"4631","VLF064",1969,24.102
"4632","VLF065",1969,17.158
"4633","VLF066",1969,14.39
"4634","VLF067",1969,20.465
"4635","VLF068",1969,12.9945
"4636","VLF069",1969,19.198
"4637","VLF070",1969,12.684
"4638","VLF072",1969,25.246
"4639","VLF073",1969,10.9
"4640","VLF074",1969,23.1045
"4641","VLF075",1969,21.6905
"4642","VLF101",1969,23.36
"4643","VLF102",1969,29.884
"4644","VLF104",1969,26.0745
"4645","VLF105",1969,26.49
"4646","VLF106",1969,31.0995
"4647","VLF107",1969,22.3845
"4648","VLF108",1969,27.826
"4649","VLF109",1969,29.2955
"4650","VLF112",1969,21.7375
"4651","VLF113",1969,23.4635
"4652","VLF114",1969,30.722
"4653","VLF115",1969,22.3835
"4654","VLF116",1969,15.686
"4655","VLF117",1969,10.237
"4656","VLF118",1969,19.552
"4657","VLF119",1969,18.252
"4658","VLF120",1969,18.7925
"4659","VLF121",1969,25.025
"4660","VLF122",1969,18.9615
"4661","VLF123",1969,34.151
"4662","VLF124",1969,13.314
"4663","VLF125",1969,24.962
"4664","VLF126",1969,17.0675
"4665","VLF127",1969,33.4495
"4666","VLF128",1969,26.721
"4667","VLF129",1969,23.9485
"4668","VLF130",1969,26.1135
"4669","VLF131",1969,19.56
"4670","VLF132",1969,14.212
"4671","VLF133",1969,17.258
"4672","VLF134",1969,27.7425
"4673","VLF135",1969,16.0825
"4674","VLF136",1969,22.1545
"4675","VLF137",1969,15.469
"4676","VLF138",1969,14.239
"4677","VLF139",1969,21.548
"4678","VLF140",1969,27.912
"4679","VLF141",1969,27.496
"4680","VLF142",1969,23.496
"4681","VLF143",1969,30.706
"4682","VLF145",1969,33.9115
"4683","VLF146",1969,19.115
"4684","VLF147",1969,15.109
"4685","VLF149",1969,15.784
"4686","VLF150",1969,34.0225
"4687","VLF218",1969,19.552
"4688","VLF224",1969,13.314
"4689","VLF227",1969,33.4495
"4690","VLF254",1969,8.7685
"4691","VLF255",1969,8.559
"4692","VLF266",1969,14.39
"4693","VLF268",1969,12.9945
"4694","VLF270",1969,12.684
"4695","VLF354",1969,8.7685
"4696","VLF355",1969,8.559
"4697","VLF368",1969,12.9945
"4698","VLF454",1969,8.7685
"4699","VLF554",1969,8.7685
"4700","X",1969,NA
"4701","VLF001",1970,17.891
"4702","VLF004",1970,20.5295
"4703","VLF005",1970,18.2875
"4704","VLF007",1970,23.607
"4705","VLF008",1970,17.8185
"4706","VLF009",1970,23.5185
"4707","VLF010",1970,18.414
"4708","VLF011",1970,24.3365
"4709","VLF012",1970,21.587
"4710","VLF015",1970,20.896
"4711","VLF016",1970,22.68
"4712","VLF017",1970,16.3045
"4713","VLF018",1970,27.363
"4714","VLF019",1970,17.697
"4715","VLF020",1970,16.849
"4716","VLF021",1970,12.8995
"4717","VLF022",1970,22.7995
"4718","VLF023",1970,16.772
"4719","VLF025",1970,29.6935
"4720","VLF051",1970,22.4855
"4721","VLF052",1970,24.1175
"4722","VLF053",1970,NA
"4723","VLF054",1970,8.899
"4724","VLF055",1970,8.7055
"4725","VLF057",1970,26.4025
"4726","VLF058",1970,19.1215
"4727","VLF059",1970,20.918
"4728","VLF061",1970,30.3155
"4729","VLF062",1970,15.471
"4730","VLF063",1970,8.8195
"4731","VLF064",1970,24.2775
"4732","VLF065",1970,17.239
"4733","VLF066",1970,14.492
"4734","VLF067",1970,20.582
"4735","VLF068",1970,13.1185
"4736","VLF069",1970,19.312
"4737","VLF070",1970,12.794
"4738","VLF072",1970,25.469
"4739","VLF073",1970,11.005
"4740","VLF074",1970,23.2405
"4741","VLF075",1970,21.858
"4742","VLF101",1970,23.512
"4743","VLF102",1970,30.122
"4744","VLF104",1970,26.372
"4745","VLF105",1970,26.781
"4746","VLF106",1970,31.426
"4747","VLF107",1970,22.586
"4748","VLF108",1970,28.0845
"4749","VLF109",1970,29.547
"4750","VLF112",1970,21.847
"4751","VLF113",1970,23.7135
"4752","VLF114",1970,30.947
"4753","VLF115",1970,22.7
"4754","VLF116",1970,15.832
"4755","VLF117",1970,10.339
"4756","VLF118",1970,19.697
"4757","VLF119",1970,18.3795
"4758","VLF120",1970,18.92
"4759","VLF121",1970,25.2675
"4760","VLF122",1970,19.1015
"4761","VLF123",1970,34.354
"4762","VLF124",1970,13.6235
"4763","VLF125",1970,25.4435
"4764","VLF126",1970,17.4305
"4765","VLF127",1970,33.7805
"4766","VLF128",1970,26.994
"4767","VLF129",1970,24.097
"4768","VLF130",1970,26.33
"4769","VLF131",1970,19.672
"4770","VLF132",1970,14.417
"4771","VLF133",1970,17.366
"4772","VLF134",1970,27.9375
"4773","VLF135",1970,16.303
"4774","VLF136",1970,22.386
"4775","VLF137",1970,15.586
"4776","VLF138",1970,14.3285
"4777","VLF139",1970,21.6985
"4778","VLF140",1970,28.116
"4779","VLF141",1970,28.045
"4780","VLF142",1970,23.828
"4781","VLF143",1970,30.988
"4782","VLF145",1970,34.223
"4783","VLF146",1970,19.2935
"4784","VLF147",1970,15.2605
"4785","VLF149",1970,15.907
"4786","VLF150",1970,34.3325
"4787","VLF218",1970,19.697
"4788","VLF224",1970,13.6235
"4789","VLF227",1970,33.7805
"4790","VLF254",1970,8.899
"4791","VLF255",1970,8.7055
"4792","VLF266",1970,14.492
"4793","VLF268",1970,13.1185
"4794","VLF270",1970,12.794
"4795","VLF354",1970,8.899
"4796","VLF355",1970,8.7055
"4797","VLF368",1970,13.1185
"4798","VLF454",1970,8.899
"4799","VLF554",1970,8.899
"4800","X",1970,NA
"4801","VLF001",1971,17.976
"4802","VLF004",1971,20.5465
"4803","VLF005",1971,18.3115
"4804","VLF007",1971,23.627
"4805","VLF008",1971,17.8285
"4806","VLF009",1971,23.561
"4807","VLF010",1971,18.4415
"4808","VLF011",1971,24.3675
"4809","VLF012",1971,21.614
"4810","VLF015",1971,20.931
"4811","VLF016",1971,22.724
"4812","VLF017",1971,16.3125
"4813","VLF018",1971,27.4165
"4814","VLF019",1971,17.7385
"4815","VLF020",1971,16.9025
"4816","VLF021",1971,12.914
"4817","VLF022",1971,22.855
"4818","VLF023",1971,16.797
"4819","VLF025",1971,29.7615
"4820","VLF051",1971,22.502
"4821","VLF052",1971,24.173
"4822","VLF053",1971,NA
"4823","VLF054",1971,8.9355
"4824","VLF055",1971,8.727
"4825","VLF057",1971,26.447
"4826","VLF058",1971,19.1625
"4827","VLF059",1971,20.9475
"4828","VLF061",1971,30.344
"4829","VLF062",1971,15.5065
"4830","VLF063",1971,8.8645
"4831","VLF064",1971,24.3305
"4832","VLF065",1971,17.25
"4833","VLF066",1971,14.494
"4834","VLF067",1971,20.5925
"4835","VLF068",1971,13.13
"4836","VLF069",1971,19.3325
"4837","VLF070",1971,12.812
"4838","VLF072",1971,25.535
"4839","VLF073",1971,11.013
"4840","VLF074",1971,23.275
"4841","VLF075",1971,21.9045
"4842","VLF101",1971,23.5545
"4843","VLF102",1971,30.2425
"4844","VLF104",1971,26.4955
"4845","VLF105",1971,26.892
"4846","VLF106",1971,31.569
"4847","VLF107",1971,22.6745
"4848","VLF108",1971,28.186
"4849","VLF109",1971,29.6985
"4850","VLF112",1971,21.875
"4851","VLF113",1971,23.784
"4852","VLF114",1971,31.0405
"4853","VLF115",1971,22.8035
"4854","VLF116",1971,15.855
"4855","VLF117",1971,10.381
"4856","VLF118",1971,19.729
"4857","VLF119",1971,18.438
"4858","VLF120",1971,18.943
"4859","VLF121",1971,25.359
"4860","VLF122",1971,19.186
"4861","VLF123",1971,34.4776666666667
"4862","VLF124",1971,13.787
"4863","VLF125",1971,25.7695
"4864","VLF126",1971,17.5375
"4865","VLF127",1971,33.9285
"4866","VLF128",1971,27.101
"4867","VLF129",1971,24.1515
"4868","VLF130",1971,26.38
"4869","VLF131",1971,19.694
"4870","VLF132",1971,14.418
"4871","VLF133",1971,17.367
"4872","VLF134",1971,28.0305
"4873","VLF135",1971,16.3635
"4874","VLF136",1971,22.4295
"4875","VLF137",1971,15.625
"4876","VLF138",1971,14.3505
"4877","VLF139",1971,21.7885
"4878","VLF140",1971,28.27
"4879","VLF141",1971,28.3705
"4880","VLF142",1971,23.983
"4881","VLF143",1971,31.0925
"4882","VLF145",1971,34.392
"4883","VLF146",1971,19.358
"4884","VLF147",1971,15.305
"4885","VLF149",1971,15.939
"4886","VLF150",1971,34.4365
"4887","VLF218",1971,19.729
"4888","VLF224",1971,13.787
"4889","VLF227",1971,33.9285
"4890","VLF254",1971,8.9355
"4891","VLF255",1971,8.727
"4892","VLF266",1971,14.494
"4893","VLF268",1971,13.13
"4894","VLF270",1971,12.812
"4895","VLF354",1971,8.9355
"4896","VLF355",1971,8.727
"4897","VLF368",1971,13.13
"4898","VLF454",1971,8.9355
"4899","VLF554",1971,8.9355
"4900","X",1971,NA
"4901","VLF001",1972,18.1145
"4902","VLF004",1972,20.5955
"4903","VLF005",1972,18.378
"4904","VLF007",1972,23.6915
"4905","VLF008",1972,17.8465
"4906","VLF009",1972,23.637
"4907","VLF010",1972,18.5385
"4908","VLF011",1972,24.4535
"4909","VLF012",1972,21.694
"4910","VLF015",1972,20.993
"4911","VLF016",1972,22.821
"4912","VLF017",1972,16.348
"4913","VLF018",1972,27.5405
"4914","VLF019",1972,17.8175
"4915","VLF020",1972,16.9725
"4916","VLF021",1972,12.948
"4917","VLF022",1972,22.944
"4918","VLF023",1972,16.854
"4919","VLF025",1972,29.8785
"4920","VLF051",1972,22.5505
"4921","VLF052",1972,24.282
"4922","VLF053",1972,NA
"4923","VLF054",1972,8.9875
"4924","VLF055",1972,8.8025
"4925","VLF057",1972,26.5115
"4926","VLF058",1972,19.2365
"4927","VLF059",1972,21.007
"4928","VLF061",1972,30.4005
"4929","VLF062",1972,15.5975
"4930","VLF063",1972,8.883
"4931","VLF064",1972,24.4515
"4932","VLF065",1972,17.28
"4933","VLF066",1972,14.524
"4934","VLF067",1972,20.633
"4935","VLF068",1972,13.158
"4936","VLF069",1972,19.3875
"4937","VLF070",1972,12.88
"4938","VLF072",1972,25.6625
"4939","VLF073",1972,11.031
"4940","VLF074",1972,23.3575
"4941","VLF075",1972,21.983
"4942","VLF101",1972,23.678
"4943","VLF102",1972,30.4255
"4944","VLF104",1972,26.736
"4945","VLF105",1972,27.1065
"4946","VLF106",1972,31.774
"4947","VLF107",1972,22.777
"4948","VLF108",1972,28.3515
"4949","VLF109",1972,29.8955
"4950","VLF112",1972,21.931
"4951","VLF113",1972,23.903
"4952","VLF114",1972,31.2205
"4953","VLF115",1972,22.897
"4954","VLF116",1972,15.902
"4955","VLF117",1972,10.421
"4956","VLF118",1972,19.7935
"4957","VLF119",1972,18.503
"4958","VLF120",1972,19.004
"4959","VLF121",1972,25.5055
"4960","VLF122",1972,19.282
"4961","VLF123",1972,34.658
"4962","VLF124",1972,13.971
"4963","VLF125",1972,26.063
"4964","VLF126",1972,17.672
"4965","VLF127",1972,34.121
"4966","VLF128",1972,27.2775
"4967","VLF129",1972,24.258
"4968","VLF130",1972,26.5365
"4969","VLF131",1972,19.745
"4970","VLF132",1972,14.466
"4971","VLF133",1972,17.4165
"4972","VLF134",1972,28.1415
"4973","VLF135",1972,16.442
"4974","VLF136",1972,22.5185
"4975","VLF137",1972,15.687
"4976","VLF138",1972,14.4105
"4977","VLF139",1972,21.9115
"4978","VLF140",1972,28.4525
"4979","VLF141",1972,28.6795
"4980","VLF142",1972,24.2
"4981","VLF143",1972,31.3
"4982","VLF145",1972,34.6055
"4983","VLF146",1972,19.443
"4984","VLF147",1972,15.364
"4985","VLF149",1972,16.004
"4986","VLF150",1972,34.6205
"4987","VLF218",1972,19.7935
"4988","VLF224",1972,13.971
"4989","VLF227",1972,34.121
"4990","VLF254",1972,8.9875
"4991","VLF255",1972,8.8025
"4992","VLF266",1972,14.524
"4993","VLF268",1972,13.158
"4994","VLF270",1972,12.88
"4995","VLF354",1972,8.9875
"4996","VLF355",1972,8.8025
"4997","VLF368",1972,13.158
"4998","VLF454",1972,8.9875
"4999","VLF554",1972,8.9875
"5000","X",1972,NA
"5001","VLF001",1973,18.3715
"5002","VLF004",1973,20.686
"5003","VLF005",1973,18.422
"5004","VLF007",1973,23.782
"5005","VLF008",1973,17.8875
"5006","VLF009",1973,23.793
"5007","VLF010",1973,18.621
"5008","VLF011",1973,24.5075
"5009","VLF012",1973,21.7925
"5010","VLF015",1973,21.067
"5011","VLF016",1973,23.001
"5012","VLF017",1973,16.435
"5013","VLF018",1973,27.6915
"5014","VLF019",1973,17.921
"5015","VLF020",1973,17.0915
"5016","VLF021",1973,12.977
"5017","VLF022",1973,23.0535
"5018","VLF023",1973,16.961
"5019","VLF025",1973,30.026
"5020","VLF051",1973,22.647
"5021","VLF052",1973,24.456
"5022","VLF053",1973,NA
"5023","VLF054",1973,9.084
"5024","VLF055",1973,8.8845
"5025","VLF057",1973,26.5715
"5026","VLF058",1973,19.359
"5027","VLF059",1973,21.1075
"5028","VLF061",1973,30.4855
"5029","VLF062",1973,15.658
"5030","VLF063",1973,8.9305
"5031","VLF064",1973,24.624
"5032","VLF065",1973,17.335
"5033","VLF066",1973,14.56
"5034","VLF067",1973,20.7485
"5035","VLF068",1973,13.223
"5036","VLF069",1973,19.4905
"5037","VLF070",1973,12.931
"5038","VLF072",1973,25.757
"5039","VLF073",1973,11.059
"5040","VLF074",1973,23.4425
"5041","VLF075",1973,22.07
"5042","VLF101",1973,23.7925
"5043","VLF102",1973,30.6165
"5044","VLF104",1973,26.96
"5045","VLF105",1973,27.301
"5046","VLF106",1973,32.004
"5047","VLF107",1973,22.9245
"5048","VLF108",1973,28.5535
"5049","VLF109",1973,30.0935
"5050","VLF112",1973,22.031
"5051","VLF113",1973,24.048
"5052","VLF114",1973,31.447
"5053","VLF115",1973,22.9805
"5054","VLF116",1973,15.971
"5055","VLF117",1973,10.476
"5056","VLF118",1973,19.8845
"5057","VLF119",1973,18.5865
"5058","VLF120",1973,19.0915
"5059","VLF121",1973,25.6245
"5060","VLF122",1973,19.389
"5061","VLF123",1973,34.8146666666667
"5062","VLF124",1973,14.1615
"5063","VLF125",1973,26.304
"5064","VLF126",1973,17.9295
"5065","VLF127",1973,34.3535
"5066","VLF128",1973,27.481
"5067","VLF129",1973,24.408
"5068","VLF130",1973,26.7405
"5069","VLF131",1973,19.807
"5070","VLF132",1973,14.543
"5071","VLF133",1973,17.4765
"5072","VLF134",1973,28.2305
"5073","VLF135",1973,16.563
"5074","VLF136",1973,22.638
"5075","VLF137",1973,15.758
"5076","VLF138",1973,14.459
"5077","VLF139",1973,22.0505
"5078","VLF140",1973,28.5725
"5079","VLF141",1973,29.0345
"5080","VLF142",1973,24.462
"5081","VLF143",1973,31.544
"5082","VLF145",1973,34.9295
"5083","VLF146",1973,19.5745
"5084","VLF147",1973,15.4175
"5085","VLF149",1973,16.025
"5086","VLF150",1973,34.8635
"5087","VLF218",1973,19.8845
"5088","VLF224",1973,14.1615
"5089","VLF227",1973,34.3535
"5090","VLF254",1973,9.084
"5091","VLF255",1973,8.8845
"5092","VLF266",1973,14.56
"5093","VLF268",1973,13.223
"5094","VLF270",1973,12.931
"5095","VLF354",1973,9.084
"5096","VLF355",1973,8.8845
"5097","VLF368",1973,13.223
"5098","VLF454",1973,9.084
"5099","VLF554",1973,9.084
"5100","X",1973,NA
"5101","VLF001",1974,18.5565
"5102","VLF004",1974,20.7535
"5103","VLF005",1974,18.442
"5104","VLF007",1974,23.835
"5105","VLF008",1974,17.9455
"5106","VLF009",1974,23.9165
"5107","VLF010",1974,18.6835
"5108","VLF011",1974,24.5545
"5109","VLF012",1974,21.946
"5110","VLF015",1974,21.123
"5111","VLF016",1974,23.142
"5112","VLF017",1974,16.5225
"5113","VLF018",1974,27.7785
"5114","VLF019",1974,18.018
"5115","VLF020",1974,17.179
"5116","VLF021",1974,13.001
"5117","VLF022",1974,23.1415
"5118","VLF023",1974,17.065
"5119","VLF025",1974,30.122
"5120","VLF051",1974,22.7005
"5121","VLF052",1974,24.585
"5122","VLF053",1974,NA
"5123","VLF054",1974,9.1745
"5124","VLF055",1974,8.9725
"5125","VLF057",1974,26.6535
"5126","VLF058",1974,19.4435
"5127","VLF059",1974,21.2065
"5128","VLF061",1974,30.5495
"5129","VLF062",1974,15.699
"5130","VLF063",1974,8.963
"5131","VLF064",1974,24.743
"5132","VLF065",1974,17.382
"5133","VLF066",1974,14.589
"5134","VLF067",1974,20.811
"5135","VLF068",1974,13.269
"5136","VLF069",1974,19.558
"5137","VLF070",1974,12.952
"5138","VLF072",1974,25.841
"5139","VLF073",1974,11.087
"5140","VLF074",1974,23.5435
"5141","VLF075",1974,22.1545
"5142","VLF101",1974,23.855
"5143","VLF102",1974,30.7635
"5144","VLF104",1974,27.14
"5145","VLF105",1974,27.4695
"5146","VLF106",1974,32.2195
"5147","VLF107",1974,23.0515
"5148","VLF108",1974,28.7
"5149","VLF109",1974,30.2385
"5150","VLF112",1974,22.111
"5151","VLF113",1974,24.152
"5152","VLF114",1974,31.62
"5153","VLF115",1974,23.1505
"5154","VLF116",1974,16.026
"5155","VLF117",1974,10.525
"5156","VLF118",1974,19.931
"5157","VLF119",1974,18.6535
"5158","VLF120",1974,19.1685
"5159","VLF121",1974,25.7235
"5160","VLF122",1974,19.503
"5161","VLF123",1974,34.9906666666667
"5162","VLF124",1974,14.3465
"5163","VLF125",1974,26.515
"5164","VLF126",1974,18.0705
"5165","VLF127",1974,34.655
"5166","VLF128",1974,27.645
"5167","VLF129",1974,24.5065
"5168","VLF130",1974,26.8575
"5169","VLF131",1974,19.869
"5170","VLF132",1974,14.642
"5171","VLF133",1974,17.545
"5172","VLF134",1974,28.3605
"5173","VLF135",1974,16.6465
"5174","VLF136",1974,22.73
"5175","VLF137",1974,15.8105
"5176","VLF138",1974,14.4935
"5177","VLF139",1974,22.1815
"5178","VLF140",1974,28.7205
"5179","VLF141",1974,29.357
"5180","VLF142",1974,24.725
"5181","VLF143",1974,31.743
"5182","VLF145",1974,35.1515
"5183","VLF146",1974,19.6835
"5184","VLF147",1974,15.4715
"5185","VLF149",1974,16.051
"5186","VLF150",1974,35.0455
"5187","VLF218",1974,19.931
"5188","VLF224",1974,14.3465
"5189","VLF227",1974,34.655
"5190","VLF254",1974,9.1745
"5191","VLF255",1974,8.9725
"5192","VLF266",1974,14.589
"5193","VLF268",1974,13.269
"5194","VLF270",1974,12.952
"5195","VLF354",1974,9.1745
"5196","VLF355",1974,8.9725
"5197","VLF368",1974,13.269
"5198","VLF454",1974,9.1745
"5199","VLF554",1974,9.1745
"5200","X",1974,NA
"5201","VLF001",1975,18.827
"5202","VLF004",1975,20.9
"5203","VLF005",1975,18.514
"5204","VLF007",1975,23.956
"5205","VLF008",1975,18.118
"5206","VLF009",1975,24.1095
"5207","VLF010",1975,18.8105
"5208","VLF011",1975,24.675
"5209","VLF012",1975,22.188
"5210","VLF015",1975,21.226
"5211","VLF016",1975,23.3595
"5212","VLF017",1975,16.667
"5213","VLF018",1975,27.929
"5214","VLF019",1975,18.1505
"5215","VLF020",1975,17.3085
"5216","VLF021",1975,13.0855
"5217","VLF022",1975,23.2845
"5218","VLF023",1975,17.192
"5219","VLF025",1975,30.3525
"5220","VLF051",1975,22.792
"5221","VLF052",1975,24.7855
"5222","VLF053",1975,NA
"5223","VLF054",1975,9.2885
"5224","VLF055",1975,9.0595
"5225","VLF057",1975,26.858
"5226","VLF058",1975,19.591
"5227","VLF059",1975,21.372
"5228","VLF061",1975,30.684
"5229","VLF062",1975,15.7575
"5230","VLF063",1975,9.065
"5231","VLF064",1975,24.9195
"5232","VLF065",1975,17.486
"5233","VLF066",1975,14.683
"5234","VLF067",1975,20.9725
"5235","VLF068",1975,13.335
"5236","VLF069",1975,19.691
"5237","VLF070",1975,13.038
"5238","VLF072",1975,25.9825
"5239","VLF073",1975,11.171
"5240","VLF074",1975,23.72
"5241","VLF075",1975,22.32
"5242","VLF101",1975,24.031
"5243","VLF102",1975,31.0105
"5244","VLF104",1975,27.388
"5245","VLF105",1975,27.6765
"5246","VLF106",1975,32.473
"5247","VLF107",1975,23.202
"5248","VLF108",1975,28.9375
"5249","VLF109",1975,30.496
"5250","VLF112",1975,22.2505
"5251","VLF113",1975,24.38
"5252","VLF114",1975,31.8955
"5253","VLF115",1975,23.427
"5254","VLF116",1975,16.126
"5255","VLF117",1975,10.591
"5256","VLF118",1975,20.047
"5257","VLF119",1975,18.7515
"5258","VLF120",1975,19.2855
"5259","VLF121",1975,25.9045
"5260","VLF122",1975,19.6495
"5261","VLF123",1975,35.1636666666667
"5262","VLF124",1975,14.503
"5263","VLF125",1975,26.8425
"5264","VLF126",1975,18.2525
"5265","VLF127",1975,34.972
"5266","VLF128",1975,27.84
"5267","VLF129",1975,24.7095
"5268","VLF130",1975,27.0725
"5269","VLF131",1975,20.007
"5270","VLF132",1975,14.712
"5271","VLF133",1975,17.5745
"5272","VLF134",1975,28.5195
"5273","VLF135",1975,16.7905
"5274","VLF136",1975,22.86
"5275","VLF137",1975,15.897
"5276","VLF138",1975,14.5695
"5277","VLF139",1975,22.334
"5278","VLF140",1975,28.907
"5279","VLF141",1975,29.741
"5280","VLF142",1975,24.979
"5281","VLF143",1975,31.9985
"5282","VLF145",1975,35.4545
"5283","VLF146",1975,19.791
"5284","VLF147",1975,15.56
"5285","VLF149",1975,16.08
"5286","VLF150",1975,35.328
"5287","VLF218",1975,20.047
"5288","VLF224",1975,14.503
"5289","VLF227",1975,34.972
"5290","VLF254",1975,9.2885
"5291","VLF255",1975,9.0595
"5292","VLF266",1975,14.683
"5293","VLF268",1975,13.335
"5294","VLF270",1975,13.038
"5295","VLF354",1975,9.2885
"5296","VLF355",1975,9.0595
"5297","VLF368",1975,13.335
"5298","VLF454",1975,9.2885
"5299","VLF554",1975,9.2885
"5300","X",1975,NA
"5301","VLF001",1976,18.9815
"5302","VLF004",1976,20.967
"5303","VLF005",1976,18.5585
"5304","VLF007",1976,24.014
"5305","VLF008",1976,18.1845
"5306","VLF009",1976,24.206
"5307","VLF010",1976,18.874
"5308","VLF011",1976,24.7355
"5309","VLF012",1976,22.313
"5310","VLF015",1976,21.275
"5311","VLF016",1976,23.467
"5312","VLF017",1976,16.75
"5313","VLF018",1976,28.0065
"5314","VLF019",1976,18.241
"5315","VLF020",1976,17.3825
"5316","VLF021",1976,13.146
"5317","VLF022",1976,23.3575
"5318","VLF023",1976,17.271
"5319","VLF025",1976,30.4605
"5320","VLF051",1976,22.8255
"5321","VLF052",1976,24.8825
"5322","VLF053",1976,NA
"5323","VLF054",1976,9.344
"5324","VLF055",1976,9.0885
"5325","VLF057",1976,27.008
"5326","VLF058",1976,19.671
"5327","VLF059",1976,21.46
"5328","VLF061",1976,30.7565
"5329","VLF062",1976,15.786
"5330","VLF063",1976,9.127
"5331","VLF064",1976,25.0335
"5332","VLF065",1976,17.532
"5333","VLF066",1976,14.743
"5334","VLF067",1976,21.0165
"5335","VLF068",1976,13.361
"5336","VLF069",1976,19.7705
"5337","VLF070",1976,13.054
"5338","VLF072",1976,26.0645
"5339","VLF073",1976,11.199
"5340","VLF074",1976,23.799
"5341","VLF075",1976,22.3825
"5342","VLF101",1976,24.143
"5343","VLF102",1976,31.1845
"5344","VLF104",1976,27.56
"5345","VLF105",1976,27.819
"5346","VLF106",1976,32.647
"5347","VLF107",1976,23.313
"5348","VLF108",1976,29.063
"5349","VLF109",1976,30.637
"5350","VLF112",1976,22.3215
"5351","VLF113",1976,24.52
"5352","VLF114",1976,32.072
"5353","VLF115",1976,23.631
"5354","VLF116",1976,16.184
"5355","VLF117",1976,10.666
"5356","VLF118",1976,20.1075
"5357","VLF119",1976,18.826
"5358","VLF120",1976,19.373
"5359","VLF121",1976,26.057
"5360","VLF122",1976,19.766
"5361","VLF123",1976,35.31
"5362","VLF124",1976,14.6095
"5363","VLF125",1976,27.083
"5364","VLF126",1976,18.3805
"5365","VLF127",1976,35.21
"5366","VLF128",1976,27.9935
"5367","VLF129",1976,24.8215
"5368","VLF130",1976,27.195
"5369","VLF131",1976,20.098
"5370","VLF132",1976,14.882
"5371","VLF133",1976,17.6435
"5372","VLF134",1976,28.6525
"5373","VLF135",1976,16.8865
"5374","VLF136",1976,22.9925
"5375","VLF137",1976,15.961
"5376","VLF138",1976,14.6075
"5377","VLF139",1976,22.4225
"5378","VLF140",1976,29.074
"5379","VLF141",1976,30.045
"5380","VLF142",1976,25.161
"5381","VLF143",1976,32.1935
"5382","VLF145",1976,35.634
"5383","VLF146",1976,19.8475
"5384","VLF147",1976,15.6485
"5385","VLF149",1976,16.2665
"5386","VLF150",1976,35.486
"5387","VLF218",1976,20.1075
"5388","VLF224",1976,14.6095
"5389","VLF227",1976,35.21
"5390","VLF254",1976,9.344
"5391","VLF255",1976,9.0885
"5392","VLF266",1976,14.743
"5393","VLF268",1976,13.361
"5394","VLF270",1976,13.054
"5395","VLF354",1976,9.344
"5396","VLF355",1976,9.0885
"5397","VLF368",1976,13.361
"5398","VLF454",1976,9.344
"5399","VLF554",1976,9.344
"5400","X",1976,NA
"5401","VLF001",1977,19.117
"5402","VLF004",1977,21.046
"5403","VLF005",1977,18.5995
"5404","VLF007",1977,24.0645
"5405","VLF008",1977,18.2645
"5406","VLF009",1977,24.316
"5407","VLF010",1977,18.93
"5408","VLF011",1977,24.8105
"5409","VLF012",1977,22.432
"5410","VLF015",1977,21.336
"5411","VLF016",1977,23.577
"5412","VLF017",1977,16.8285
"5413","VLF018",1977,28.1025
"5414","VLF019",1977,18.303
"5415","VLF020",1977,17.468
"5416","VLF021",1977,13.1825
"5417","VLF022",1977,23.4335
"5418","VLF023",1977,17.314
"5419","VLF025",1977,30.555
"5420","VLF051",1977,22.867
"5421","VLF052",1977,24.9725
"5422","VLF053",1977,NA
"5423","VLF054",1977,9.4025
"5424","VLF055",1977,9.0995
"5425","VLF057",1977,27.2205
"5426","VLF058",1977,19.7615
"5427","VLF059",1977,21.537
"5428","VLF061",1977,30.8345
"5429","VLF062",1977,15.833
"5430","VLF063",1977,9.1745
"5431","VLF064",1977,25.1565
"5432","VLF065",1977,17.553
"5433","VLF066",1977,14.85
"5434","VLF067",1977,21.0675
"5435","VLF068",1977,13.3755
"5436","VLF069",1977,19.839
"5437","VLF070",1977,13.06
"5438","VLF072",1977,26.1625
"5439","VLF073",1977,11.228
"5440","VLF074",1977,23.8785
"5441","VLF075",1977,22.481
"5442","VLF101",1977,24.2525
"5443","VLF102",1977,31.3475
"5444","VLF104",1977,27.681
"5445","VLF105",1977,27.951
"5446","VLF106",1977,32.8045
"5447","VLF107",1977,23.396
"5448","VLF108",1977,29.174
"5449","VLF109",1977,30.728
"5450","VLF112",1977,22.3855
"5451","VLF113",1977,24.6095
"5452","VLF114",1977,32.1845
"5453","VLF115",1977,23.748
"5454","VLF116",1977,16.215
"5455","VLF117",1977,10.719
"5456","VLF118",1977,20.1685
"5457","VLF119",1977,18.883
"5458","VLF120",1977,19.449
"5459","VLF121",1977,26.1345
"5460","VLF122",1977,19.8555
"5461","VLF123",1977,35.4126666666667
"5462","VLF124",1977,14.727
"5463","VLF125",1977,27.318
"5464","VLF126",1977,18.499
"5465","VLF127",1977,35.352
